,0
16287,"Commonly-used used audio bitrates
"
16288,"Color, Floyd-Steinberg, CMYK, better
"
16289,"Named after the German river Rhine (latin'Rhenium ').
"
16290,"Adjust the zoom ratio so that the image becomes fully visible
"
16291,"A read receipt notification has been requested for ""{1}"". Send the receipt notification to {0}?
"
16292,"File Sharing This module can be used to enable file sharing over the network using the ""Network File System"" (NFS) or SMB in Konqueror. The latter enables you to share your files with Windows(R) computers on your network.
"
16293,"& Automatically sign messages
"
16294,"Submit a question for FAQs
"
16295,"Circuit - Vertical Powersource (European)
"
16296,"Type of click used to launch/open files
"
16297,"Mossel Bay Cape Saint Blaize
"
16298,"Enable Braille monitor
"
16299,"Cisco - Workgroup 5500
"
16300,"Save catalog as:
"
16301,"This number (between 0.25 and 1.00) gives the horizontal fraction of the screen size covered by the default window.
"
16302,"End of search area reached. Do you want to wrap around and continue?
"
16303,"The URL:  seems to be malformed.
"
16304,"\t\t Click and Drag with the mouse to slew the skymap to a new position on \t\t\tthe sky. \t\t \t
"
16305,"Customize the icon theme
"
16306,"Copying selection to clipboard...
"
16307,"If there isn't a builtin viewer for a particular MIME type inside Evolution, any MIME types appearing in this list which map to a Bonobo component viewer in GNOME's MIME type database may be used for displaying content.
"
16308,"error closing/writing `%.255s'
"
16309,"Select the second focus of the new hyperbola...
"
16310,"Cannot open filefor writing.
"
16311,"A keyring with that name does not exist.
"
16312,"If enabled, when Kate receives focus you will be asked what to do with files that have been modified on the hard disk. If not enabled, you will be asked what to do with a file that has been modified on the hard disk only when that file gains focus inside Kate.
"
16313,"Ekiga is full-featured SIP and H.323 compatible VoIP, IP-Telephony and Videoconferencing application that allows you to make audio and video calls to remote users with SIP and H.323 hardware or software.
"
16314,"Add to local roster
"
16315,"& Start program/ service if not already running
"
16316,"Delete all Images
"
16317,"has returned from being idle
"
16318,"Speak spread sheet cell coordinates
"
16319,"Perform calculation, analyze information and manage lists in spreadsheets by using Calc.
"
16320,"Please choose an existing working folder.
"
16321,"Create & & & Manage Invitations...
"
16322,"Type Flags
"
16323,"Could not start program. Ensure that the mtools package is installed correctly on your system.
"
16324,"Tux is hungry. Help him find fish by counting to the correct ice spot.
"
16325,"Enable Accelerators
"
16326,"The horizontal alignment, from 0 (left) to 1 (right)
"
16327,"Add Send Options to GroupWise messages
"
16328,"The file had an unknown version number
"
16329,"Select all visible messages
"
16330,"GAME OVER at level %d!
"
16331,"Create a beveled pattern arrow for webpages
"
16332,"TimedLoginDelay is less than 5, defaulting to 5.
"
16333,"Failed to fetch some archives.
"
16334,"Cannot copy messages to the Junk folder
"
16335,"Error writing database. Check that the permissions are correct on the directory and the disk is not full.
"
16336,"Circuit - Horizontal Resistor
"
16337,"Importing Elm data
"
16338,"The fraction format changes your number into a fraction. For example, 0.1 can be changed to 1/ 8, 2/ 16, 1/ 10, etc. You define the type of fraction by choosing it in the field on the right. If the exact fraction is not possible in the fraction mode you choose, the nearest closest match is chosen. For example: when we have 1.5 as number, we choose Fraction and Sixteenths 1/ 16 the text displayed into cell is ""1 8/ 16"" which is an exact fraction. If you have 1.4 as number in your cell and you choose Fraction and Sixteenths 1/ 16 then the cell will display ""1 6/ 16"" which is the nearest closest Sixteenth fraction.
"
16339,"make[%d]: Entering directory `'
"
16340,"If checked, Venus will be drawn on the map.
"
16341,"This specifies what prefix will used for user entries.
"
16342,"stored in GConf key is out of range to %d
"
16343,"Package which provides is not configured yet.
"
16344,"Please specify a name for the new folder.
"
16345,"Always ask me before using a cached passphrase
"
16346,"Could not parse PGP message
"
16347,"Configuration File Out-of Date
"
16348,"This function returns the cumulative distribution function of the log-normal distribution.
"
16349,"Whether animations should be displayed. Note: This is a global key, it changes the behaviour of the window manager, the panel etc.
"
16350,"Photograph Resizing Settings File to Load
"
16351,"Usage: <dir> Merges a markup backend filesystem hierarchy like: dir/%%gconf.xml subdir1/%%gconf.xml subdir2/%%gconf.xml to: dir/%%gconf-tree.xml
"
16352,"Set the source layer's opacity in percent
"
16353,"The X server failed to finish starting.
"
16354,"Frames Done:
"
16355,"Do you really want to deactivate and?
"
16356,"lmhosts host wins bcast
"
16357,"Retrieve Address Book List From Server
"
16358,"Saving project file to a new database format...
"
16359,"Your IMAP server does not allow the character; please choose another folder name.
"
16360,"GNOME Art variation of Circles
"
16361,"Santiago del Estero
"
16362,"Failed to create thread:
"
16363,"Edit list value:
"
16364,"Delete this item from all other recipient's mailboxes?
"
16365,"A file share/ kdeprint/ specials. desktop was found in your local KDE directory. This file probably comes from a previous KDE release and should be removed in order to manage global pseudo printers.
"
16366,"About third-party Anjuta plugins
"
16367,"Next HotSync will list databases.
"
16368,"Here you can see the image's level-adjustments preview. You can pick a spot on the image to see the corresponding level in the histogram.
"
16369,"Error loading theme:
"
16370,"This is the amount of real physical memory that this process's shared libraries are using. This memory is shared among all processes that use this library.
"
16371,"Show smileys as images
"
16372,"Create Multilayer-Image from Frames
"
16373,"Print GDM version
"
16374,"Detected a good signature with insufficient validity/trust
"
16375,"There was an error deleting %B.
"
16376,"Plain Plain with face browser Themed
"
16377,"The XDG sound theme to use for event sounds.
"
16378,"The application wants to access the password for in.
"
16379,"Akonadi Resources Configuration
"
16380,"Whether to check links in parent folders
"
16381,"GnuPG is rebuilding the trust database and is currently unavailable.
"
16382,"Change Cookie Policy
"
16383,"Create a region of summary data from a group of similar regions
"
16384,"'s birthday
"
16385,"IMAP Server via KMail
"
16386,"Symbolic Links
"
16387,"The column number to attach the left side of the child to
"
16388,"Automatically raises the focused window
"
16389,"Splash screen artist
"
16390,"No document opened.
"
16391,"Failed to remove theme
"
16392,"Construct the vector sum of this vector and another one.
"
16393,"Select an alternative audio output device to use for sound events.
"
16394,"Get List Archive
"
16395,"List of Internet domains that will be browsed for services in addition to default domain (typically local network).
"
16396,"Layout shift behavior
"
16397,"Data model does not support row removal
"
16398,"Select quadrilateral 
"
16399,"The order determines the preference of the output devices. If for some reason the first device cannot be used Phonon will try to use the second, and so on.
"
16400,"Error while executing
"
16401,"Adds page numbers to the footer.
"
16402,"Suppress background images Selecting this option will prevent Konqueror from loading background images.
"
16403,"unable to stat `%.255s' (which I was about to install)
"
16404,"Mozilla bookmark created ->
"
16405,"Romaji information file not installed, so Romaji conversion cannot be used.
"
16406,"Function structure diagram objects
"
16407,"Expected schema, got
"
16408,"Evolution checked for settings to import from the following applications: Pine, Netscape, Elm, iCalendar. No importable settings found. If you would like to try again, please click the ""Back"" button.
"
16409,"Switch to Vertical Layout
"
16410,"Additional Domains
"
16411,"Advanced send options
"
16412,"Search folder & name:
"
16413,"Invalid integer, for
"
16414,"You are about to create a key with no email address
"
16415,"Would you like to allow '${0}' to run?
"
16416,"The moreboards toggle has been set.
"
16417,"Warning message indicator style:
"
16418,"Window to Screen 4
"
16419,"To disconnect from your Internet service provider, you need administrator privileges
"
16420,"Could not read font.
"
16421,"Applet started
"
16422,"Paragraph background color name
"
16423,"Unable to open temporary file.
"
16424,"Construct a regular polygon with a given center and vertex
"
16425,"Digitally sign outgoing messages (by default)
"
16426,"Are you sure you want to remove  and all its actions?
"
16427,"Describe Data Fields
"
16428,"Include HTML parts as text when replying or forwarding
"
16429,"Search and Replace
"
16430,"always trust GnuPG keys when encrypting
"
16431,"Recreate preview
"
16432,"Change the visibility of the statusbar
"
16433,"Construct a conic arc with given center through three points.
"
16434,"1200 dpi, Photo, Black + Color Cartr., Photo Paper
"
16435,"Failure parsing name
"
16436,"Could not log out properly. The session manager cannot be contacted. You can try to force a shutdown by pressing Ctrl+Alt+Backspace; note, however, that your current session will not be saved with a forced shutdown.
"
16437,"':' is not a valid URI scheme
"
16438,"Display the alarm edit dialog, preset with a template
"
16439,"Installing from...
"
16440,"Unknown hatch name encountered!
"
16441,"Busted SNAC payload
"
16442,"Here you can choose the location to save the data in and the new database name.
"
16443,"Could not create a mailbox of type
"
16444,"Set the target filter position.
"
16445,"Primary pixbuf for the entry
"
16446,"Edit the selected key
"
16447,"Sets the background color of the selection. To set the text color for selected text, use the ""Configure Highlighting"" dialog.
"
16448,"Minimum time between emptying the trash on exit, in days.
"
16449,"The B element suggests that text be rendered as emphasized text.
"
16450,"The default color for function number 10. Please note that this color setting only affects empty functions, so if you have defined a function at number 1 and you change color for that number here, the setting will be shown next time you define a new function at number 1.
"
16451,"No connection could be created. The error message was: 
"
16452,"GNOME interface to the Pybliographer system.
"
16453,"Unable to parse pattern
"
16454,"Initializing printing system...
"
16455,"Failed to connect to SMTP server in secure mode:
"
16456,"Position on the screen of the video settings window
"
16457,"Internal: Playback position in the track to resume on startup.
"
16458,"Move this folder to the Trash
"
16459,"Play the previous track
"
16460,"List of encodings shown in Character Coding menu in open/save file selector. Only recognized encodings are used.
"
16461,"The file: is an audio playlist, but contains references to audiofiles that do not match the desired sample rate of Hz or do not have 16 bits per sample
"
16462,"Silence in session
"
16463,"Execute other arguments on the command line
"
16464,"Successfully changed directory to
"
16465,"List of directories and files where the style schemes are located
"
16466,"Sending a private reply to a mailing list message
"
16467,"Create a dynamic offset object
"
16468,"The task could not be deleted because permission was denied
"
16469,"The program is running. Do you still want to stop the debugger?
"
16470,"help &lt;commandgt;: Help on a specific command.
"
16471,"Expiry for Subkey of
"
16472,"Any Status
"
16473,"Y-axis Grid Spacing
"
16474,"Are you sure you want to delete the meeting titled '{0}'?
"
16475,"This menu references the bookmarks.
"
16476,"Edit Item Attributes
"
16477,"Toggle whether deep-sky objects are drawn in the sky map.
"
16478,"Always use these fonts
"
16479,"Either the host name or port number specified for your given proxy type is invalid.
"
16480,"Server for remote Script-Fu operation
"
16481,"The default height for the main window, in pixels.
"
16482,"Whether Empathy should use the avatar of the contact as the chat window icon.
"
16483,"Writing failed. Try again?
"
16484,"This simulates colonies of mold growing in a petri dish. Growing colored circles overlap and leave spiral interference in their wake. Written by Dan Bornstein; 1999.
"
16485,"Could not execute the configuration application. Make sure its path is set correctly in the configuration file. Attempting to start it from the default location.
"
16486,"Host Already Exists
"
16487,"This computer is a WINS server
"
16488,"Failed to execute autogen:
"
16489,"Error for host : 
"
16490,"Actions always available
"
16491,"The Proxy tab will be available only when the account is online.
"
16492,"Please enter a name for the template:
"
16493,"By pressing Alt+Ctrl+W a D-Bus call will be performed that will show the minicli. You can use any kind of D-Bus call, just like using the command line'qdbus' tool.
"
16494,"Cisco - Content Switch
"
16495,"Keyboard shortcut to switch to tab 8
"
16496,"Please enter your OWN password as authentication.
"
16497,"You don't have the right permissions to create images in the folder
"
16498,"This key specifies the filename of the pixmap which will be used for the animation displayed in the fish applet relative to the pixmap directory.
"
16499,"A connection is required
"
16500,"The image brightness-contrast-gamma adjustment preview is shown here. Picking a color on the image will show the corresponding color level on the histogram.
"
16501,"Total filesystem capacity:
"
16502,"If a user tries to open 10 or more messages at one time, ask the user if they really want to do it.
"
16503,"Click this button to rename the currently-selected filter. Filters are named automatically, as long as they start with ""lt;"". If you have renamed a filter accidentally and want automatic naming back, click this button and select Clear followed by OK in the appearing dialog.
"
16504,"Web browser not specified. Please specify a web browser using the Preferences dialog.
"
16505,"Enter the name and security settings of the wireless network you wish to create.
"
16506,"Failed to resolve, or extend
"
16507,"Type the command to start this application here. Following the command, you can have several place holders which will be replaced with the actual values when the actual program is run: %f - a single file name %F - a list of files; use for applications that can open several local files at once %u - a single URL %U - a list of URLs - the directory of the file to open - a list of directories %i - the icon %m - the mini-icon %c - the caption
"
16508,"Unable to complete file copy
"
16509,"Could not parse arguments
"
16510,"Use background color
"
16511,"Error: Unable to delete breakpoint at template .
"
16512,"move vertical value for the first handled frame where 0.0 is centered, 100.0 is outside at bottom, -100.0 is outside at top
"
16513,"This function returns the probability density function of the Poisson distribution.
"
16514,"Do not show file if no strings are found or replaced
"
16515,"Extract objects from a tiled pattern fill
"
16516,"Do you wish to make the default for future sessions?
"
16517,"Command Configuration
"
16518,"You can't add a dock object (%p of type) inside a. Use a GdlDock or some other compound dock object.
"
16519,"An empty container with no frame
"
16520,"Top and Double Bottom
"
16521,"Desaturate operates only on RGB color layers.
"
16522,"Select if the score should be shown as a percentage
"
16523,"Emboss image effect plugin for digiKam
"
16524,"Activating swap on 
"
16525,"Failed to open temporary file
"
16526,"Unknown GL view type.
"
16527,"The screen has been unlocked
"
16528,"When enabled blocked images will be removed from the page completely, otherwise a placeholder'blocked 'image will be used.
"
16529,"Select the ciphers you wish to enable when using the SSL protocol. The actual protocol used will be negotiated with the server at connection time.
"
16530,"Failed to create CD source element
"
16531,"You have entered an invalid attribute name.
"
16532,"Show source layer as gridlines
"
16533,"Delete the selected identifier text.
"
16534,"List[%d] has [%d] valid tracks, Bit:Chan:Rate:%d
"
16535,"Use your own fonts instead of the fonts the page requests.
"
16536,"Forward As Attached
"
16537,"Please select when to expire this certificate:
"
16538,"cannot fork
"
16539,"The correct form of a passage apparently erroneous in the copy text
"
16540,"Hide completed to-dos
"
16541,"& Monthly
"
16542,"GnomeIconSelection: couldn't open directory
"
16543,"& Always use this choice
"
16544,"Error when getting information for file descriptor:
"
16545,"You have chosen for this session
"
16546,"This journal was canceled
"
16547,"Convert chemical files...
"
16548,"Open Image in & Graphic Application...
"
16549,"Unsupported operation: append message: for
"
16550,"frame geometry does not specify dimension for border
"
16551,"Player 1 Rotate Left
"
16552,"List of all available sheets. To print a sheet you have to select one or more sheets in this list and use the buttons to insert the selected sheet(s) in the right-hand list, which lists all sheets that are printed. You can insert a sheet as often as you like, this way it will be printed multiple times. This is useful for dividers or title pages, for example.
"
16553,"Move the selected file out of the trash
"
16554,"Converting input files to PostScript
"
16555,"Shows page setup for printing the active table or query.
"
16556,"Cannot open file  for reading
"
16557,"The Super key has been locked and is now active for all of the following keypresses.
"
16558,"File exists but cannot overwrite it.
"
16559,"Whether the user can dynamically type a new accelerator when positioned over an active menuitem.
"
16560,"File  cannot be saved.
"
16561,"Click: show warp pick coordinates in the source window
"
16562,"The Fill Color to be used
"
16563,"Open Other User's Folder
"
16564,"Convert a reference to an XML entity to an inline copy of that entity's content
"
16565,"These are the services available on your computer. To start a service, drag it onto the Start section of a runlevel. To stop one, do the same for the Stop section.
"
16566,"(C) 2000, Nick Thompson
"
16567,"Import mail from Elm.
"
16568,"Select a camera model
"
16569,"Removing old messages from folder  failed.
"
16570,"ERROR: No valid storyboardfile was specified. (a storyboard file can be specified in the extras tab)
"
16571,"Harmonic Number, the nth harmonic number of order r
"
16572,"A digiKam image plugin to superimpose a template onto a photograph.
"
16573,"Show bookmarks toolbars in full screen mode.
"
16574,"Enable Addition/ Subtraction for task generation.
"
16575,"JPEG smoothing factor:
"
16576,"Indre et Loire
"
16577,"Collapse All Threads
"
16578,"Block?
"
16579,"Could not load import/ export database driver.
"
16580,"(c) 2005, The KSpread Team
"
16581,"Set the system clock to the specified Local Time.
"
16582,"Close print preview
"
16583,"Repeating calculation to find a specific value
"
16584,"Invalid database contents.
"
16585,"Yahoo! system message for:
"
16586,"Paste the selected buffer as new image
"
16587,"Whether the children should all be the same size
"
16588,"On day %(monthday)s of every month and every weekday: %(weekday)s at every full hour
"
16589,"Add this channel to the current selection
"
16590,"Threads with most recent message directed to 
"
16591,"Could not read feed (invalid feed)
"
16592,"Four-in-a-row Board Game
"
16593,"Invalid XML version string.
"
16594,"Amount of green light in the color.
"
16595,"Available Plugins
"
16596,"Searching for keys containing...
"
16597,"This key discards the current special. This is case insensitive.
"
16598,"Received %ld directories and %ld files
"
16599,"Mark selected tasks as incomplete
"
16600,"When to show the ""Login Window"" item. Possible values include: ""always"" to always show the item, ""never"" to never show the item, and ""auto"" (the default) to show the item when the applet is in Xnest mode.
"
16601,"Some file formats can contain only a single sheet. This variable determines whether the user will be warned if only a single sheet of a multi-sheet workbook is being saved.
"
16602,"Sets 16∶9 (widescreen) aspect ratio
"
16603,"Cisco - Optical Amplifier
"
16604,"Fit image to window
"
16605,"Preparing wireless network connection...
"
16606,"Sorted list of encodings used by gedit for auto-detecting the encoding of a file. ""CURRENT"" represents the current locale encoding. Only recognized encodings are used.
"
16607,"All accounts have been removed.
"
16608,"Cell is not permitted to be blank
"
16609,"Operation failed.
"
16610,"Choose here the color of the calendar selected using the combo box above.
"
16611,"Use name labels
"
16612,"field name `%.*s' must be followed by colon
"
16613,"Click-Drag to move the component around
"
16614,"Aisleriot provides a rule-based solitaire card engine that allows many different games to be played.
"
16615,"This task provides basic ""desktop"" software using the GNOME desktop environment.
"
16616,"Click in any image to pick the foreground color
"
16617,"The SIP Outbound Proxy to use for outgoing calls
"
16618,"Enable the fifth extra page
"
16619,"Generate until reaching target
"
16620,"The Sieve script was successfully uploaded.
"
16621,"Couldn't parse layout: No column format specified for static item
"
16622,"Error: Cannot seek on file:
"
16623,"Any board position has occurred three times
"
16624,"Perform history autocompletion
"
16625,"Updating package lists
"
16626,"Whether the default calendar application needs a terminal to run
"
16627,"Moves the window out of the way
"
16628,"Close this program
"
16629,"Application settings for 
"
16630,"NetworkManager is not running...
"
16631,"Could not find a valid project backend for the directory given. Please select a different directory, or try upgrading to a newer version of Anjuta.
"
16632,"Error copying mail temp file:
"
16633,"Whether to wrap lines never, at word boundaries, or at character boundaries
"
16634,"Tasks are groups of packages which provide an easy way to select a predefined set of packages for a particular purpose.
"
16635,"The key combination has already been allocated to the global action in . Do you want to reassign it from that action to the current one?
"
16636,"Select to End of Line
"
16637,"Save in Address Book
"
16638,"Select Theme Archive
"
16639,"Could Not Create Socket
"
16640,"Invalid regular expression::
"
16641,"Only accept long keypresses
"
16642,"If true, misspellings will be underlined in red, and correct spelling suggestions shown in the right-click menu.
"
16643,"(utf16le) use UTF-16LE for both input and output
"
16644,"failed to close after read: `%.255s'
"
16645,"Lock/ Logout
"
16646,"Multiplication and division memory game against Tux
"
16647,"Enables/ disables the phrasebook bar
"
16648,"Browse and organize your bookmarks
"
16649,"0 for no label, 1 for percentage and 2 for time remaining.
"
16650,"US Dollar (Same day)
"
16651,"Either enter the printer URI directly, or use the network scanning facility.
"
16652,"Select in current layer and sublayers
"
16653,"Redo the last undone action
"
16654,"whowas &lt;nickgt;: View nick's information
"
16655,"Browse and run installed applications
"
16656,"You must provide a tool command!
"
16657,"Epiphany can't be used now. Initialization failed.
"
16658,"<- Copy All
"
16659,"Hide Renamer Test Dialog
"
16660,"Equalize does not operate on indexed layers.
"
16661,"If this is checked you can enter a filename in the combo box on the right.
"
16662,"libsmbclient failed to initialize
"
16663,"Number of minutes that the typing break should last.
"
16664,"Sending Mail
"
16665,"Using email address
"
16666,"/* GPL */
"
16667,"To avoid losing your work: • plug your laptop into external power, or • save open documents and shut your laptop down.
"
16668,"Click to move selected word up in the list. Words higher in the list are applied first.
"
16669,"The buttons shown in the message dialog
"
16670,"Enable ESD
"
16671,"& Focus stealing prevention
"
16672,"Charcoal Drawing
"
16673,"Ignore thread goes to the next unread thread
"
16674,"Whether the user can see if the markup is valid by showing a column with an icon indicator.
"
16675,"These lines are parallel.
"
16676,"& Use default Talker
"
16677,"Select Recipient
"
16678,"Attempt Fermat factorization of n into (t-s)*(t+s), returns t and s as a vector if possible, null otherwise
"
16679,"Select boolean label 
"
16680,"Copying Disc to CD
"
16681,"Rename Filter
"
16682,"Cannot render an empty scene.
"
16683,"Redirected to Invalid URI
"
16684,"This feature will allow you to make KWeather take up only one slot on the kicker. Normally this application will take up two slots. The small view will only show the weather icon, while the normal view will display both the icon and the current weather statistics. For the small view the weather statistics will be put on the buttons tool tip.
"
16685,"The name of the default individual database or meta-database to use on a dictionary source. An exclamation mark (""!"") means that all the databases present in a dictionary source should be searched
"
16686,"This value is an offset for the algorithmic mapping from uids and gids to rids. The default (and minimum) value is 1000, it must be even, and the LDAP database and smb. conf must store the same values.
"
16687,"One digit 5/ 9
"
16688,"lines -
"
16689,"Remove File button This button removes the highlighted file from the list of to-be-printed files.
"
16690,"The application sent an invalid request.
"
16691,"Cerro de Pasco
"
16692,"Editor could not be loaded.
"
16693,"Preferred Visual assistive technology application be used for login, menu, or command line.
"
16694,"Position on the screen of the main window
"
16695,"Setting ACL for 
"
16696,"Sending file failed
"
16697,"Select this triangle
"
16698,"creating warp tween layers...
"
16699,"Failed to read the override file
"
16700,"kioclient exec ftp: / /localhost/ / / Opens new window with URL
"
16701,"XPM file has image height <= 0
"
16702,"Show/ hide the icon border. The icon border shows bookmark symbols, for instance.
"
16703,"Y position of child widget
"
16704,"Cannot find drive
"
16705,"Your Current Status
"
16706,"Show hidden files in the listboxes
"
16707,"No partition table found on device 
"
16708,"Adjust photo orientation
"
16709,"Minimum width of buttons inside the box
"
16710,"Telephonebook Search Provider
"
16711,"Click this button to move the currently-selected filter down one in the list above. This is useful since the order of the filters in the list determines the order in which they are tried on messages: The topmost filter gets tried first. If you have clicked this button accidentally, you can undo this by clicking on the Up button.
"
16712,"Missing signature: Key id:  Do you want to import this key from a keyserver?
"
16713,"Displays some example text in the selected font
"
16714,"Could not create database.
"
16715,"Error while compiling regular expression at char %d:
"
16716,"Converting to indexed colors (stage 2)
"
16717,"deleted local record modified on PDA, not deleting
"
16718,"Forfeit this hand for half of your wager
"
16719,"Can't publish discovery information on the network.
"
16720,"Format the selection as General
"
16721,"Enable flow control using Ctrl+S, Ctrl+Q
"
16722,"Error while adding message to folder  in KMail
"
16723,"- Process is waiting for something to happen.
"
16724,"This function returns the probability density function of the normal distribution.
"
16725,"%.2f kPa
"
16726,"Could not create the Fourier Analysis Tool dialog.
"
16727,"Failed to contact LDAP server:
"
16728,"Local Maildir mailbox...
"
16729,"Brace indentation size in spaces:
"
16730,"The center of the osculating circle to a curve
"
16731,"Password has been already used. Choose another.
"
16732,"The application wants to change the password for the keyring. You have to choose the password you want to use for it.
"
16733,"Save as custom session
"
16734,"Print background images
"
16735,"Whether to print the background color
"
16736,"Object Z position in XYZ space
"
16737,"Use the current user's name for the menu title
"
16738,"Left drag to set the last control point or right click to finish.
"
16739,"Error reading multipage indicator.
"
16740,"Edit Audio Alarm Template
"
16741,"Distort an image by whirling and pinching
"
16742,"This group contains various examples demonstrating most of the features of KHotkeys. (Note that this group and all its actions are disabled by default.)
"
16743,"Width of the message-list pane.
"
16744,"Analysing video files
"
16745,"Enter the address for the proxy configuration script.
"
16746,"High Quality (auto-detect paper type)
"
16747,"Hot Links
"
16748,"A small fax utility to be used with kdeprint.
"
16749,"Comma-separated list of the area borders
"
16750,"KDE System Settings Module to test Joysticks
"
16751,"Goes to previous landmark.
"
16752,"T.M.Thanh and the Gnome-Vi Team
"
16753,"(utf16) use UTF-16 for both input and output
"
16754,"Import a new source tree to CVS
"
16755,"Failed reading the list fileinfo/
"
16756,"Could not retrieve attachment uris:
"
16757,"Selects the color of the alkaline earth metals
"
16758,"Please select an Evolution Archive to restore:
"
16759,"Switch to Screen 0
"
16760,"Could not login to .
"
16761,"Strip out smart quotes and em dashes, etc.
"
16762,"Select Folder For Podcasts
"
16763,"Here you can choose special settings for some languages.
"
16764,"The server is unavailable; try again later
"
16765,"Copy Dynamics Location
"
16766,"illegal boolean value: (valid range is or)
"
16767,"Draws a set of interacting, square-spiral-producing automata. The spirals grow outward until they hit something, then they go around it. Written by Jeff Epler; 1999.
"
16768,"You Trust the Owner:
"
16769,"Choose the separator to use to divide the parts of an expression when importing or exporting data as text.
"
16770,"Triple-dotted lines are not supported by Dia; using double-dotted
"
16771,"Authentication string to use
"
16772,"Can handle URIs
"
16773,"Specify icon to use in the password dialog
"
16774,"Show size in font info mode
"
16775,"'s turn
"
16776,"There was a problem loading file: 
"
16777,"Check this button to force the confirmation dialog to be displayed. This is useful if you have defined a ruleset that tags messages to be downloaded later. Without the possibility to force the dialog popup, these messages could never be downloaded if no other large messages were waiting on the server, or if you wanted to change the ruleset to tag the messages differently.
"
16778,"Calculates the print size from the scan resolution. Enter the scan resolution in the dialog field below.
"
16779,"Save the current search parameters
"
16780,"Whether to set a reminder for birthdays and anniversaries.
"
16781,"Remote login disabled Same as Local
"
16782,"Enable interlaced motion estimation
"
16783,"Could not import file of type 
"
16784,"Error compiling regular expression.
"
16785,"No console (static) servers to be run
"
16786,"Save current image
"
16787,"Show message preview side-by-side with the message list
"
16788,"& Filter messages if they are greater than
"
16789,"Error syncing:
"
16790,"Unknown problem with engine for protocol .
"
16791,"Enter State Name
"
16792,"Rotate around X and Z axes
"
16793,"Selection to Path (Advanced)
"
16794,"Empty queue name.
"
16795,"A Pango font name. Examples are ""Sans 12"" or ""Monospace Bold 14"".
"
16796,"Editing Profile “”
"
16797,"Move ~a onto the black joker.
"
16798,"Go to next help page
"
16799,"Got empty file while converting the data
"
16800,"& Inherit parent attribute
"
16801,"Mark as Sentbox
"
16802,"Pressing backspace un-indents
"
16803,"Set layer or path as active
"
16804,"This key determines if the ""Size at least"" search option is selected when the search tool is started.
"
16805,"Undo Create from Template
"
16806,"Sets at: 08:22
"
16807,"& Warn if not allowed to write configuration
"
16808,"Can't open for writing:
"
16809,"Contacts Conduit for KPilot
"
16810,"A Jackson requirement phenomenon
"
16811,"There are unsaved changes to current hole. Save them?
"
16812,"Error while changing NIS password.
"
16813,"Position of the handle relative to the child widget
"
16814,"No data handler for type
"
16815,"Move Tab to Another Window
"
16816,"Reached the end of the input file or error in parsing valgrind output.
"
16817,"Searching folder content...
"
16818,"Contacting the KDE Project
"
16819,"Construct an conic arc with this center
"
16820,"Could not generate signing data:
"
16821,"There was an error displaying the url.
"
16822,"Enter the password required for bootup (if any) here. If restricted above is checked, the password is required for additional parameters only. WARNING: The password is stored in clear text in / etc/ lilo. conf. Make sure that nobody untrusted can read this file. Also, you probably do not want to use your normal/ root password here.
"
16823,"Could not perform this operation.
"
16824,"Frame None
"
16825,"is not a valid character following the characters '</'; may not begin an element name
"
16826,"You can control the feedback in the log concerning the evaluation of the filter rules of applied filters: having this option checked will give detailed feedback for each single filter rule; alternatively, only feedback about the result of the evaluation of all rules of a single filter will be given.
"
16827,"Your opponent is now known as 
"
16828,"Configure the grid for this image
"
16829,"Closed Polyline
"
16830,"Multitran - Translate Between Spanish and Russian
"
16831,"Get a specific element from a list key, numerically indexed.
"
16832,"Cannot bind a port:
"
16833,"Blend Endpoints' Colors
"
16834,"Couldn't download album
"
16835,"Invalid namespace at line %d, column %d
"
16836,"Selection, then Current Word
"
16837,"Delete the current record
"
16838,"Mark as Seen after specified timeout
"
16839,"Merges columnar data into a sheet creating duplicate sheets for each row
"
16840,"Add tracks based on recommended:
"
16841,"Display a preview of what will be done before doing it
"
16842," from 
"
16843,"Cannot complete operation
"
16844,"Click to add a task
"
16845,"If the tooltips of the toolbar should be active or not
"
16846,"Override system default
"
16847,"Sorts a document or selected text.
"
16848,"Adjust how much the saturation should be changed randomly
"
16849,"Open directory in the right window
"
16850,"Please configure a Crypto Backend to use for Chiasmus encryption first. You can do this in the Crypto Backends tab of the configure dialog's Security page.
"
16851,"Previous Item in List
"
16852,"Specified window not found
"
16853,"Odessa is a better game. Really.
"
16854,"Failed to auto-detect camera. Please check if your camera is turned on and retry or try setting it manually.
"
16855,"Unable to parse pattern after
"
16856,"Cancel alarm if more than'period 'late when triggered
"
16857,"The hostname of the dictionary server to connect to
"
16858,"Unable to set attribute to
"
16859,"Source extension list is too long
"
16860,"Sites opened before crash on
"
16861,"This mail address is already in this address book.
"
16862,"Since 1970-01-01 (in sec)
"
16863,"Import keys from the file
"
16864,"Searching for entries using filter:
"
16865,"Cannot remove mailbox . Error: 
"
16866,"Write Metadata to Images
"
16867,"The key used to move east.
"
16868,"There is no calendar available for creating memos
"
16869,"Unique row condition has already been specified
"
