,0
253,"अझ पहिलो आधा समयको अन्तले उभिने ठाउँ मात्र भएको खचाखच भिडले पर्खिरहेका जस्तो लाग्ने व्यक्तिलाई ल्यायो : पप गायिका जुडी कोलिन्स जो `` अन्तरवाणी '' मा प्रस्तुत हुन्छिन् । 
"
254,"उहाँले यतिसम्म की ओभरहेड प्रोजेक्टरमा प्रश्‍न प्रदर्शन गरेर अधोरेखित उत्तर प्रदर्शन गर्नु भएको थियो ।
"
255,"एउटा प्रवक्ताले वताउनु भयो , पुन:चार्ज गर्न सकिने निकेल क्याडमियम र कार्बन जिङ्‍क उत्पादन गर्ने ब्याट्री कारखाना अर्को वर्ष वा अन्य कुनै वर्षमा बन्द हुनेछ ।
"
256,"तर यी सबै कुराको सङ्केतका साथ हस्तान्तरण द्वन्द्वले बोलकबोल युद्धको सम्भावनालाई उजागर गर्दछ ।
"
257,"वैदेशिक व्यापार तथा शोधनान्तर स्थिति:  ६.१ वैदेशिक व्यापार :  नेपाल र भारतबीचको व्यापारिक सम्बन्धमा आएको गतिरोधको कारणले आर्थिक वर्ष २०४६/४७ मा कुल व्यापारमा भारतसँगको व्यापारको अंश २२.७ प्रतिशत मात्र रहेकोमा २०४६  सालको जनआन्दोलनपश्चात् नेपाल र भारतबीचको सम्बन्ध सुध्रन गएबाट भारतसँगको व्यापारमा बृद्धि हुन गई आर्थिक वर्ष २०४८/४९ मा २८.५ प्रतिशत पुग्न गएको छ।
"
258,"१९८६ मा क्याम्प्बेलमा प्रवेश गर्नुभएका विभिन्न उत्पादन कम्पनीहरूको अनुभवी श्री हार्परले पेपरिजको साथसाथै सबै विदेशी सञ्चालनहरूको जिम्मेवारी लिनुहुनेछ ।
"
259,"त्यसकारण जनतामा वातावरण संरक्षणको आभास जगाउन सेकामा यसले वातावरण जोगाउन मद्दत गर्ने छ।
"
260," पञ्चायती व्यवस्थाको तीस वर्षमा आकर्षक मौलिक सुधारका कार्यक्रम र नाराहरुको कहिले अभाव भएन। 
"
261,"यदि राष्ट्रपति बुस अदालतमा पराजित भएमा , रेगन प्रशासनको लागि मोरिसनविरुद्ध ओल्सन झैँ यो निराशाजनक हुन सक्छ ।
"
262,"तथ्याङ्क क्यानडाले सेवा-उद्योग उत्पादन जुलाइबाट अगस्टमा ०.४ % ले बढेको बतायो । 
"
263,"र केही लगानीकर्ता बेङ्‍करहरूले SEC ले अझै पनि श्री स्पिगेलका बिगतका जङ्‍क-ऋणपत्र व्यापारलाई अनुसन्धान गरिरहेको बेलामा पुनर्रसंरचना सम्भव नहुने बताउछन् ।
"
264,"सन्तुलन मिलान गरिएको शुल्क हार्ट-स्कट-रोडिनो ऐनअन्तर्गत गरिने फाइल दर्तामा लागू हुनेछ ।
"
265,"फौबन्जरीलाई हटाउनुस् र कमको साटो धेरै अस्थिरता सिर्जना गर्दै तरलता बढ्नुको साटो घट्दछ ।
"
266,"प्रशासकीय व्यवस्थामा सुधार गर्नेतर्फ उठाइएका विभिन्न कदमहरूको फलस्वरुप देशको प्रशासकीय क्षमतामा ठूलो बृद्धि भएको छ। सो कुरा सरकारको बढ  दो खर्च गर्ने क्षमताबाट स्पष्ट हुन्छ। 
"
267,"डिसेम्बरको करार प्रतिपाउण्ड १.२० सेन्ट बढेर १.१४ डलर पुग्यो ।
"
268,"सेप्टेम्बर सूचकाङ्क ४७.१ % थियो ।
"
269,"पिओपीको कुल जारी सेयर ३.६ मिलियनको ५१ % मा स्वामित्व राख्ने हेरिटेजले आफूले यसअघि स्वामित्व नराखेको हरेक पिओपी साधारण सेयरसँग नयाँ अग्राधिकार स्टकको एउटा सेयर साटासाट गर्ने बतायो ।
"
270,"२०४२ साल पुसमा घोषणा गरिएको ""आधारभूत आवश्यकता सम्बन्धी कार्यक्रम"" नै सातौं योजनाको नारा तथा प्राथमिकता बन्यो।
"
271,"विकासको लागि सञ्चार  मूलमन्त्र राखि राष्ट्रिय सञ्चार योजना २०२८ सालमा कार्यान्वयन गरिए तापनि पत्र पत्रिकाहरुलार्ई स्वतन्त्रताको कमी, सेन्सर प्रथा आदिले गर्दा जनताहरुले वास्तविक रुपमा सत्य र तथ्य समाचारहरु पत्रिकामार्फत बिरलै रुपमा प्राप्त गर्न सक्दथे।
"
272," निम्न बचतदर, वढ्दो विदेशी ऋण सहायता,  निम्नस्तरको औद्योगीकरण, कमजोर कृषि उत्पादन अवस्था, सीमित निकासी व्यापार, उच्च जनसंख्या वृद्धिदर आदि विकासमार्गमा अवरोधको रुपमा देखापरेका थिए। 
"
273,"श्री बियलले आफू पछिल्लो तथ्याङ्कबाट समग्र रूपमा सन्तुष्ट भएको बताउनुभयो र कम्पनीको इलेक्ट्रोनिक्स खण्डद्वारा गरिएको बलियो प्रदर्शनलाई विषेश रूपले उल्लेख गर्नुभयो ।
"
274,"प्रस्तावित नियम प्रतिवेदन अझै पेश गर्नु पर्ने सदस्यहरूका लागि पनि ज्यादा जटील हुनेछ , उहाँले भन्नुभयो । 
"
275," यो व्यापार सम्झौता मित्‍सुबिसीलाई अमेरिकी सिसा उद्योगमा ढोका खोलिदिन विशेष रूपले तर्जुमा गरिएको *-3 हो , भन्‍नुहुन्छ मित्सुबिसीको न्यूयोर्कको सामान्य व्यापार विभागका एक कार्यकारी इचिरो वाकुइ ।
"
276,"हामीले हरितगृह प्रभाव बारे चासो लिनु आवश्यक छ?
"
277,"जेनेरल मोटर्स जगुआरसँग मैत्रीपूर्ण कारोबारको लागि वार्ता गरिरहेको छ जसअन्तर्गत सम्भवतः संयुक्त लगानी र अन्तमा ३० % भन्दा केही कमको हिस्सा पर्नेछ । 
"
278,"तर अहिलेको लागि उनीहरू फ्रेब्रुअरीमा बोकामा हुने हिउँदे बैठकलाई पर्खिरहेका छन् ।
"
279,"बाबुआमाले आफ्ना छोराछोरीहरूलाई सागसब्जी, फलफूल, फलफूलको रस, सिङ्गै दानाका रूपमा रहेका खाद्यपदार्थ र अन्न खान अाग्रह गर्नुपर्छ।
"
280,"अहिले एक मात्र स्थानीय घण्टीवादक बाँकी छन् : ६४ वर्षीय डिरेक ह्यामन्ड ।
"
281,"खराब वर्षबाट धेरै कृषकलाई बचाउने तिनीहरूले मूल्य-समर्थित ऋण कार्यक्रमअन्तर्गत सरकारलाई `` धितो राखेका "" अनाजको ठूलो परिमाण र अन्य बालीहरू फिर्ता दाबी गर्ने अवसर नै थियो ।
"
282,"`` मुख्य समाचार मैले लेख्दै आएको छु , र अहिले मैले दुईवटा बियर पिइसकेको छु , "" टाइम्सले धेरै वर्षअगाडि नियुक्ति दिएको तर प्राथमिकता दिएर हेराल्डमा फर्किएका रिपोर्टर एन्डि फुरिलोले बताउनुभयो ।
"
283,"केही लगानीकर्ताहरू श्री स्पेयगेलको जीवन शैलीलाई दोष दिन्छन् ; उनी एक वर्षमा लाखौ डलर आम्दानी गर्दछन् र कोलम्बिया जेट जहाजमा उड्ने गर्दछन् ।
"
284,"न्युह्याम्सायर पब्लिक सर्भिस जसले प्राप्त गरे पनि , यो दिबालिया कार्यबिधिबाट पार भएपछि यसको दर राष्ट्रमा नै सबभन्दा उच्‍चतममध्येको हुनेछ , उहाँले भन्‍नुभयो ।
"
285,"व्यापारीहरूले बजारको हालैको प्राविधिक प्रतिस्पर्धा कमजोर प्रमाणित हुन सक्‍ने त्रासले संस्थाहरू अझै पनि मूख्यतया किनारामै छेउ लागिरहेका छन् भन्ने बताए ।
"
286,"`` युग्मकनाशक '' भनिने यस जिनलाई केही दिन सक्रिय रहने एक प्रकारको भाइरसद्वारा बिरुवामा सारिन्छ । 
"
287,"विज्ञान कारण पत्ता लगाउने क्रममा छ, र त्यसैले क्यान्सर तथा अन्य वंशाणुगत रोगहरूबाट मुक्ति (सम्भव छ)।
"
288,"चलचित्रसँगै मानिस हाँस्छ र तिनीहरूसँग रुन्छ।
"
289,"विद्यालयको आवश्यकता पूर्ति गर्नका लागि यो (पुस्तकालय) पर्याप्त मात्रामा ठूलो हुनुपर्छ।
"
290,"जायन्ट ग्रुप र्‍यालीका तीन निर्देशकहरू बर्ट सुगरमन , जेम्स एम. ट्रोटर तृतीय र विलियम ट्रोटर द्वितीले चलाएका थिए , जसले गत महिना आफूहरूसँग र्‍यालीको ४२.५ % हिस्सा भएको र र्‍यालीको नौ-सदस्यीय बोर्डमा बहुमत सिटको प्रयास गर्ने योजना गरेको सङ्केत गरेका थिए 0 ।
"
291,"पशुुहरूको श्रवणको दायरा मानिसको भन्दा निकै फराकिलो हुन्छ।
"
292,"वेडटेक व्यवस्थापनले योग्यता प्रणाली प्रयोग गर्‍यो ।
"
293,"मानकको मङ्‍गलबारको ७.९० % आय हुने १०२ १२/३२ को तुलनामा ७.८८ % आय हुने १०२ २२/३२ मूल्य राखिएको थियो ।
"
294,"हिजो टोरोन्टो सट्टा बजारमा म्याग्नाको सेयर ३७.५ क्यानेडियन सेन्ट बढेर ९.६२५ क्यानेडियन डलरमा बन्द भयो ।
"
295,"विगतको आर्थिक अव्यबस्था र बिसङ्धतिहरु हटाई गरीब जनताको आर्थिक समुन्नति गर्ने दायित्व वर्तमान सरकारको कांधमा आएको छ।
"
296,"भाषा प्रयोगशालाहरूमा बालबालिकाले दोस्रो भाषाको आफ्नो उच्चारण सुधार गर्नका लागि सुन्न  र आफूले गरेको प्रयासलाई रेकर्ड गर्न पनि सक्छन्।
"
297,"कोलम्बियाको बचत तथा ऋण -- NYSE ; सङ्‍केत : CSV -- व्यवसाय : १९८८ , डिसेम्बर ३१ सम्ममा बचत तथा ऋण : खुद आम्दानी : ६५ मिलियन डलर ; वा प्रति सेयर १.४९ डलर , तेस्रो तैमासिक , १९८९ , सेप्टेम्बर ३० : खुद घाटा : ११.५७ डलर प्रति सेयरको विपरीत खुद आम्दानी : ३७ सेन्ट प्रति सेयर , औसत दैनिक व्यापार मान : निस्काषित साधारण सेयरका ८३, २०६ सेयर : १९.६ मिलियन नोट : प्रत्येक सेयरका मानहरू पूर्ण रूपमा घटाइएका छन् । 
"
298,"लामा भुक्तान अवधिले गिर्दो व्याजदरलाई सङ्केत गर्दछन् भनेर ठानिन्छ किनभने तिनीहरूले विभागीय प्रबन्धकहरूलाई लामो अवधिको लागि सापेक्षिक रूपमा उच्‍च दरहरू कायम राख्‍‌न अनुमति दिन्छन् ।
"
299,"आयोवा र मिनेसोटा खुद नगद आम्दानीमा ह्रास दर्ता गराउने केही ठूला कृषि राज्यहरू मध्येका थिए ।
"
300,"आँधीहुरी तथा भूकम्पले मृत्यु, आघात र आतङ्कको पदचिन्ह छोडेर जान्छ।
"
301,"सहनाइबादक हेन्ज होलिजरले समस्याबारे कट्टर धारणा राख्नुभएको छ : उहाँ भयानक समकालिन सङ्गीत प्रस्तुत गराउनुहुन्छ र सुन्दरतम ढङ्गबाट विवेचना गर्नुहुन्छ र केही प्रस्तुति गर्नुहुन्छ , त्यसैले उहाँलाई पटक पटक मोजार्ट र स्ट्राउसका उही कन्सर्टोहरू बजाइरहनु पर्दैन । 
"
302,"प्रतिशत भिन्‍नताले वास्तविक मुनाफा ३०-दिने अनुमानसँग तुलना गर्दछ , जसमा कम्तीमा तीनजना विश्‍लेषकहरूका विगत ३०-दिनका भविश्‍यवाणी निष्कर्षहरू रहन्छन् ।
"
303,"`` वितरण प्रणाली गलत छ भन्‍नु मात्रले केही अर्थ दिँदैन , "" अन्तराष्‍ट्रिय व्यापार तथा उद्योग मन्त्रालयका एक अधिकारी भन्‍नुहुन्छ ।
"
304,"पानीलाई हामी सिचाइ, खाना पकाउने, धुलाइ तथा पिउने कार्यहरूमा प्रयोग गर्दछौँ।
"
305,"`` कम्पनीले राम्रो गरिरहेको छ , यो स्थीर छ , यसले असल कामदारहरू पाएको छ ।
"
306,"विज्ञान र प्रविधिका कारणले विगतका केही वर्षमै हाम्रो जीवनमा नाटकीय परिवर्तन भएको छ।
"
307,"केही प्रमुख कार्यकारी अधिकृतहरूले रातो-कार्पेट व्यवहारले उनीहरूलाई भावी बैठकहरूका लागि केन्द्रमा अवस्थित शहरतिर फर्कन आकर्षित गरेको बताए ।
"
308,"क्याम्प्बेलले बतायो श्री म्याकगोभर्नले नोभेम्बर १७ का लागि तय गरिएको सेयरधनीहरूको वार्षिक साधारण सभामा निर्देशकको रूपमा पुनर्निर्वाचनको लागि आफ्नो उम्मेदवारी फिर्ता लिएका थिए ।
"
309,"उहाँ थप्नुहुन्छ कि स्वचालित सेयर कारोबारले `` बजारमा तरलता वृद्धि गर्दछ ।
"
310,"३.२ सञ्चार  क.
"
311,"तर १९८० दशकको सुरुदेखि यसको कीर्ति पहेँले इट्टाको चाक्लो मोहडा लोप भए जस्तै गरी बिलाएको छ ।
"
312,"हामीले उसलाई हतार हतार अस्पतालको आकस्मिक विभागको दुर्घटना कक्षमा लाग्यौं।
"
313,"खास गरी उहाँ परीक्षा बिगारेर पिडित हुने कम क्षमता भएका विद्यार्थीहरूको स्वाभिमानमा क्षति पुग्‍नबाट रोक्‍न चाहेको बताउनु हुन्छ ।
"
314,"त्यसकारण मान्छे आफ्नो हैसियत जस्तै आफ्ना लगाउने लुगाहरूप्रति सचेत हुन्छ।
"
315,"झ.
"
316," धेरै एसियालीहरूले संयुक्त राज्य अमेरिकी उपस्थिति जापानी प्रभावका लागि आवश्यक प्रतिसन्तुलनको रूपमा लिएका छन् ।
"
317,"न्यूब्रुन्स्विक , न्यूजर्सीमा जोनसन एन्ड जोनसनका प्रवक्ताले टिप्‍पणी गर्न अस्वीकार गरे ।
"
318,"श्री स्टेभेन्स यस विद्युतीय-उपकरणको सञ्चालक कम्पनीको कार्यकारी उपाध्यक्ष हुनुहुन्थ्यो ।
"
319,"वायुसेवा र विमानस्थललाई मर्मत , इन्धन र अन्य सेवाहरू उपलब्ध गराउने हडसन जेनेरलले आफ्नो बितेको आर्थिक वर्षको नोक्सानीको जानकारी गरायो र गत महिना साधारण सेयरमा अर्धवार्षिक लाभांश हटा‍यो ।
"
320,"स्कट , मिसौरीको बीउ उत्पादक डेल्टा एन्ड पाइनका श्री रबिन्सनले प्लान्ट जेनेटिकको आनुवांशिक रूपमा इन्जिनियरिङ गरिएका भाले जिवाणुविहीनको विकासको सफलताले सबै बालीमा उन्नत जाति विकास गर्न सजिलो हुन्छ भन्ने स्वतः अर्थ नलाग्ने बताउनुभयो । 
"
321,"र मन्द कडाप्रहारहरू अपेक्षा गर्नुहोस् । 
"
322,"क्रिसलरले यसका ट्रक र भ्यान पहिलेदेखि नै कारको छत-पेलाइ प्रतिरोध मानअनुसार रहेको बतायो ।
"
323,"घण्टाघरको धेरै माथि पाङ्ग्रामा चढाइएका काँसका ठूला घण्टहरू प्रारम्भ र अन्तमा आश्चर्यजनक ढङ्गबाट उल्टो अथवा मुख माथितिरको स्थितिमा रहेर डरलाग्दो गरी पूरा ३६० डिग्रीमा फन्का लगाउँछन् । 
"
324,"गरीबीको कारणमा विभिन्न पक्षहरु रहेका छन् तापनि नेपालको सन्दर्भमा हेर्दा सीमित आर्थिक साधनमा बढ्दो जनसंख्या आश्रित हुनु तथा आर्थिक बृद्धि दर मन्द हुनु नै यसका खास कारण हुन् । 
"
325,"तर सुरक्षा रोजगारीको वास्तविकता प्रायः गरी सपनाभन्दा फरक हुन्छ।
"
326,"आधिकारिक समाचार एजेन्सी पिएपिले जनायो यो वृद्धि अव्यवहारिक रूपको न्यून उर्जा महसुललाई उत्पादन लागतसँग समायोजन गर्न र कोइलाको मूल्य वृद्धिलाई सोधभर्ना गर्न लक्षित छ ।
"
327,"बितेको दशकमा जापानी उत्पादकहरू स्वदेशी उत्पादनको निर्यातमा केन्द्रीत रहे ।
"
328,"वासिङटनमा घरबारविहीनका लागि झण्डै २०० प्रायोजकहरूको हालैको प्रदर्शनीबाट तपाईँले प्रदर्शनले `` यसलाई हेर्दा लाभदायक कुरा देख्ने '' स्वार्थी समूहरूबाट मुख्य समर्थन प्राप्त गरेको थियो र आन्दोलन लोभ अथवा नाफामुखी उद्देश्यमा आधारित थियो भन्ने सङ्केत गर्दै उद्धृत गर्नको लागि गृह निर्माण व्यवसायी राष्ट्रिय संघ र डकर्मी तथा सम्बद्ध कालीगढहरूको अन्तर्राष्ट्रिय युनियन जस्ता समूहहरूलाई रोज्नुभयो ।
"
329,"पहिलो नौ महिनामा १९८८ को सो अवधिको १९५ मिलियन डलरको नोक्सानको तुलनामा खुद आम्दानी ३०६ मिलियन डलर थियो ।
"
330,"`` अर्थतन्त्र निश्चितै मन्द भइरहेको छ , '' भन्नुहुन्छ रिखमन्ड फेडेरल रिजर्भ बैङ्‍कका अध्यक्ष रोबर्ट ब्लाक ।
"
331,"भावलाई हलुका राख्दै ती दुईले त्यसपछि श्री डगलसले हिन्डेमिथको शुष्क सिद्धान्त-शिक्षण प्रविधिको विकल्पको रूपमा आविष्कार गरेका केही घातक बहुतालहरूमार्फत आफ्ना शैलीलाई गाए र खित्का छोडेर हाँसे , र त्यसपछि श्री गोमेजको साथ सङ्गीतकारको कसिलो `` बेबप एट्युड्स '' मा चिच्याए र तुरुन्त सहभागी भए । 
"
332,"तर उहाँ थप्‍नुहुन्छ , म भियाकमसँग दबाब , निरासा , असजिलो र ,  स्पष्ट रूपले , अति रिसाएको महसुस गर्छु ।
"
333,"यो भौतिकवादी संसारमा, पैसा अपरिहार्य वस्तु हो जसलाई युवा, वृद्ध, पुरुष, महिला अर्थात् सबैले खोजिरहेका हुन्छन्।
"
334,"सूश्री वार्डले उहाँलाई उच्‍च स्तरको भन्‍ने सहपाठीहरूको उहाँ प्राय प्रतिवाद गर्नुहुन्थ्यो भन्नुहुन्छ ।
"
335,"यसको  फलस्वरुप विश्वका अरु कैयौं राष्ट्रहरू आधुनीकरण र राष्ट्र निर्माणको कार्यमा लगिरहेको बेलामा नेपालले वाह्य सम्पर्कबाट समेत बञ्चित भई उही पिछडिएको अवस्थामा रहन वाध्य हुनु पर्‍यो।
"
336,"विद्यार्थीले बिरोध जनाउदै नोटहरू दियो ।
"
337,"राज्यको शिक्षा सुधार ऐनका अनुसार , न्यून परीक्षा प्राप्ताङ्‍कले विद्यार्थिको बृद्धिमा रोक लगाउन सक्दछ वा सबै जिल्लाहरूलाई राज्यद्वारा प्रबन्ध गरिएकालाई `` हस्तक्षेप '' जसको अर्थ निष्कासन गर्ने हुन सक्छ लाई फर्काउन दबाब दिन्छ । 
"
338,"मेटाल्लगेसेल्सच्याफ्ट AG ले फर्डिनान्ड लेन्टजेस प्रतिष्ठानबाट लेन्टजेस AG को ५१ % लिन मञ्‍जूर गरेको बतायो ।
"
339,"हामीले आफ्नो स्वास्थ्य तन्तुरुस्तीका लागि प्राविधिक उपकरणहरूको प्रयोग सुरु गर्‍यौँ।
"
340,"सियर्सनको ६२ % स्वामित्व अमेरिकी एक्स्प्रेस कम्पनीसँग छ ।
"
341,"सम्झौताले तालिम ज्यालालाई आगामी अप्रिलमा प्रतिघण्टा ३.३५ डलरमा , र अप्रिल १९९१ मा प्रतिघण्टा ३.६१ डलरमा , अर्थात् न्यूनतम ज्यालाको ८५ % निर्धारण गर्दछ ।
"
342,"तीन जापानी कम्पनीहरूले विमानको संयुक्त १५ % को जिम्मा लिँदै ७६७ को मुख्य भाग निर्माण गर्छन् ।
"
343,"गत महिना न्यायाधीस करीले फिर्ता रकममा ९ % व्याजदर निश्चित गरिदिनुभयो ।
"
344,"यसको परिवर्तनीय अग्राधिकार स्टक होल्डिङसमेत गरेर त्यो सेयरले फउल्डिङलाई मोलिक्युलनको मताधिकार स्टकको ७० % मा आफ्नो दाबी बढाउने अधिकार प्रदान गर्दछ ।
"
345,"वास्त्तवमा त्यस्ता मानिसहरू पनि छन् जो भौतिक सम्पदाको लोभमा वशीभूत भएर चाँडै धनी हुनका लागि गैरकानुनी बाटामा लाग्दछन्।
"
346,"यस्ता उद्योगपतिहरु देशको दीर्घकालीन हित भन्दा क्षणिक स्वार्थ परिपूर्ति हुने कार्यमा मात्र लगानी गर्ने हुँदा देशको अर्थव्यवस्थामा विकृतिहरु उत्पन्न हुन  जान्छन्।
"
347,"यस प्रकारको आयात गत वर्ष जम्मा १७ मिलियन डलर थियो ।
"
348,"लगानी योजना तथा लक्ष्यबीचको अन्तर हटाउन र योजनालाई बढी वास्तविक  बनाउन योजनाले उपयुक्त विधिको प्रयोग गरी विभिन्न वैकल्पिक सम्भावनाहरुको उपयुक्त लेखा जोखाद्वारा लगानी योजना निर्धारण गर्नुपर्छ। यसरी साधनको उपलब्धता र वैकल्पिक क्षेत्रगत योजनाको आधारमा योजनाअवधिभर हासिल गर्न सकिने बृद्धिदरको अनुमान समेत एकसाथ गर्नुपर्ने हुन्छ।
"
349,"जुन १९८८ मा यो ठाउँमा मैले यो विषयबारे लेखेँ ।
"
350,"कोक र कोइला : आठौं योजनामा कोक र कोइलाको अनुमानित खपत ११ लाख २३ हजार मे.टन हुने अनुमान छ, जुन पैठारीबाट आपूर्ति गरिने अनुमान छ।
"
351,"यसरी , ऋणमा स्थिरदरको व्याज भुक्तानी गर्न बाध्य भएको कुनै संस्था सो भुक्तानीलाई अस्थिरदरको भुक्तानी तुल्याउँदै अर्को संस्थासँग सट्टाबाजी गर्दछ ।
"
352,"कतिपय आयोजनाहरु आर्थिक एवं सामाजिक दृष्टिले न्यायसङ्गत थिएनन्।
"
353,"व्यावसायिकताको कुनै छिटो मार्ग छैन।
"
354,"विहानी-सत्रका धेरै विजेताहरू दिउँसोसम्ममा हरुवामा परिणत भए । 
"
355,"यदि `` एक जङ्‍गली भेँडा लखेटाइ "" ले अन्तराष्‍ट्रिय सम्बन्धका लागि एउटा अन्तरनिहित सन्देश बोक्छ भने यसले जापानीहरू हामीले सोँचेभन्दा हामी जस्तै छन् भन्‍ने हुन्छ ।
"
356,"आर्थिक वृद्धि स्थिर छ भन्ने अर्को प्रतिविम्बमा , सरकारले उत्पादित वस्तुहरूका लागि खरिद आदेश र निर्माण खर्च सेप्‍टेम्बरमा बढ्न सकेन भन्ने बतायो ।
"
357,"कुनै व्यक्ति वा व्यवसायको कर असुली जानकारी लिन वादी पक्षलाई अदालती अनुमति आवश्‍यक पर्छ ।
"
358,"एटी-एन्ड-टी टिमले तिनीहरूको पछिल्लो अतिसुचालक प्रविधि बेल प्रयोगशालमा पहिले नै विकास गरिएको प्रविधि `` द्रव-बुनोट वृद्धि '' सँग संयोजन गर्ने प्रयास पनि गरिरहेको छ ।
"
359,"मृतक :  सामुहिक जिवन विमा कम्पनी न्युयोर्कको अवकाश प्राप्त प्रमूख र अध्यक्ष रहेका : जेम्स A. एटउडको , मङ्‍गलबार , न्युयोर्क शहरमा , संवेदनशिल अशक्त अवस्थामा मृत्यु भयो । 
"
360," `` संयुक्त राज्य अमेरिकाले आफ्ना क्षेत्रिय सहयोगीहरूका साथ यसको रुपरेखाको योजना तर्जुमामा महत्वपूर्ण भूमिका खेल्नै पर्छ । ''
"
361,"केही मामिलाहरूमा आन्तरिक राजस्व सेवाले १९८५ मा प्राप्‍त गरेका अगाडिका मितिको फारमको जानकारी माग गर्यो ।
"
362,"अहिले १३ वर्षपछि श्री लेनले आधुनिक ट्रामको बारेमा ह्रदयस्पर्शी सिर्जना `` फुटपाथका कथाहरू '' नामको लामो चलचित्रमा आफ्नो कलाकारलाई पुनर्जीवीत गर्नुभएको छ ।
"
363,"अर्को वर्ष लाभांश वृद्धिमा के हुन्छ ?
"
364,"प्रत्येक मानिसको भिन्न विशेषताहरूसहित छुट्टै अनुहार हुन्छ।
"
365,"यसले हामीलाई धेरै चिजहरू प्रदान गरेको छ जसले हाम्रो जीवनलाई थप आरामदायी र थप उन्नत बनाएको छ।
"
366,"रक्षा र आन्तरिक सुरक्षा साय्.त्र्वा र व्याज भुक्तानीमा साधारण खर्च तीव्रतर रुपमा बढ्न गयो।
"
367,"त्यस्तै नेपालको बसाइ अवधिमा २०३१/३२ मा प्रतिपर्यटकले प्रति दिन यु.एस.डलर २४ खर्च गर्ने गरेको थियो भने २०४६/४७ मा पनि त्यही स्तर मै रह्यो।
"
368,"के हामी सबै होइनौँ त?
"
369,"सार्वजनिक रकम केही अनुकुलित कार्यक्रम वा अन्यत्रै खर्च भइरहेको त छैन भनेर अध्ययन गर्नबाट समेत कार्यपालिकालाई गरिएको कङ्‍ग्रेसको बन्देज सम्बन्धमा स्वभाविक रूपमा शङ्‍कास्पद केही कुरा छन् ।
"
370,"१९८८ को अवधिमा यूएसएक्सलाई पनि कर विवाद समाधानबाट करकट्टीपश्चात ७१ मिलियन डलर आर्जन भएको थियो ।
"
371,"क्याम्प्बेलको अन्तर्राष्ट्रिय व्यवसाय खास गरेर बेलायत र इटालीमा यसको समस्याको मूल जडको रूपमा देखिन्छ ।
"
372,"म्याकमिलान/म्याकग्रले १० वर्ष पहिला आफ्नो स्थापना भएदेखि , बिगत पाँच वर्षमा बृहत बिक्री गरी `` १० मिलियन भन्दा बढी "" यसका उच्‍च परीक्षा-तयारी पुस्तक बिक्री गरेको बताउछ ।
"
373,"कोलम्बिया , लामो अबधिको ड्रेक्सेल क्लाइन्ट , ले यसको जङ्‍कमा रहेका डेटालाई उपलब्ध गर्ने छैन ।
"
374,"ऊ ढोकाभन्दा बाहिर आउन सक्दैन।
"
375,"ईंटा : आठौं योजनावधिमा ८८० करोड गोटा ईंटा आवश्यकता पर्ने अनुमान छ, जुन निजी तथा सरकारी  क्षेत्रका उद्योगहरुको उत्पादनबाट नै पूर्ति हुने अनुमान छ।
"
376,"श्री रापानेलीले जुलाई ८ मा कार्यभार सम्हालेका राष्ट्रपति कार्लोस मेनेमको सरकारले साँवा र व्याजमा उल्लेखनीय कटौती ऋण समस्या समाधान गर्न सक्ने एउटा मात्र उपाय भएको अनुभव गरेको बताउनुभयो ।
"
377,"यसअघि यसले प्रतिसेयर १३.६५ डलर अर्थात २९ मिलियन डलर नदग प्रस्ताव गरेको थियो ।
"
378,"आउँदो मार्चसम्म ब्रिटिस पेट्रोलियम कम्पनीका अध्यक्ष रहनुहुने ५८ वर्षीय सर पिटर वाल्टर्स डिसेम्बरमा यस सिमेन्ट उत्पादन कम्पनीको बोर्डमा प्रवेश गर्नुहुनेछ ।
"
379,"तर गतिका माध्यमबाट सबैभन्दा बढी अनुभव गरिएको प्रदूषणको माध्यम हावा हुन्छ।
"
380,"निजी कम्प्युटर तथा पाटपूर्जाहरूको प्रत्यक्ष बिक्रीमा विशिष्‍टीकरण गरेको टेक्ससमा अवस्थित कम्पनी अस्टिनले यसको मूल्य कटौतीअन्तर्गत ५१२ किलोबाइट्स स्मृति , ४०-मेगाबाइटको हार्ड डिस्क र रङ्गिन मोनिटरसहितको सिस्टम २१० कम्प्युटरमा १०० डलरको कटौती समावेश रहने बतायो ।
"
381,"हामी -- तपाईँहरू यो विन्दुमा मसँग हुनुहुन्छ भन्ने मैले ठानेको छु -- तीनवटा शब्दहरू -- `` अध्ययनको लागि मात्र '' -- कानुनबाट हटाइएको चाहन्छौँ ।
"
382,"साधन स्रोतको प्रचुरता नभएको एकापट्टिको अवस्था र अर्कोतर्फ आर्थिक विकासलाई उच्च गर्ने, गरीबी र क्षेत्रीय असन्तुलन हटाउँदै जाने र रोजगारीका अवसरको व्यापक विस्तार गरी जनताको जीवनस्तर छोटो अवधिमा कसरी माथि उठाउने भन्ने जस्ता जटिल चुनौतिहरु राष्ट्रको सामु खडा छन्।
"
383,"शुरुका वर्षहरुमा जूट र  जूटका सामानहरु, चामल, दाल तथा टिम्वर प्रमुख निकासीका वस्तुहरु रहिआएकोमा पछिल्ला वर्षहरुमा यसमा परिवर्तन आई ऊनी गलैंचा र तयारी लुगाजस्ता औद्योगिक तयारी सामानहरु प्रमुख निकासीका वस्तुहरु हुन आयो। 
"
