,0
4743,"In addition, research works in the field of science, agriculture, forest, engineering, medical science, etc. were also undertaken in different campuses of .
"
4744,"The Applied Science and Technology Research Centre of Tribhuvan University introduced an information services on development and expansion of appropriate technology.
"
4745,"During this plan period, high level manpower in the field of engineering, medical science, agriculture and forest has been produced conforming to the aim of self-sufficiency in technical manpower.
"
4746,"High level research activities have also been conducted in the campu ses of  on basic sciences.
"
4747,"Efforts are underway to consolidate middle level science education.
"
4748,"The progress, though satisfactory, is far from being adequate.
"
4749,"The situation calls for the need to bring awareness in the people and arousing interest in them on the utility and use of science and technology and for a continuous search for appropriate technology from foreign countries by bringing coordination between His Majesty's Government, Tribhuvan University and other organizations in developing indigenous technology.
"
4750,"The crux of the problem is that an appropriate environment is yet to be created for the development of science and technology in the country.
"
4751,"Lack, of mobilization of scientific and technical manpower, low national investment on science and technology, low level of standard of educational activities, lack of respect for scientists and technologists, lack of reliable statistics for drawing up plans and the lack of physical facilities for conducting research works are the major impediments in creating such an environment.
"
4752,"The objective of science and technology policy in the Seventh Plan- will be to develop programmes for solving these problems gradually.
"
4753,"Objective
"
4754,"1. To fulfil the national objective of the Seventh Plan by developing science and technology in the same pace as that of economic and social development of the country.
"
4755,"2. To upgrade the capability of science and technology of the country by developing scientific and technical manpower, execution of research and development activities, transfer of know-how on science and technology and by proper organizational development and management.
"
4756,"3. To expand the use of science and technology by bringing awareness to the people on its utility and value.
"
4757,"a. Determining Priority in the Field of Science and Technology
"
4758,"Priority in the field of science and technology for its utilisation in fulfilling the needs of the country will be determined on the basis of short -term and long-term considerations.
"
4759,"b. Research and Development in Science and Technology Research and development in various fields will be initiated for meeting the immediate requirement of science for developing technology.
"
4760,"Likewise, science and technology information services for dissemination of development technologies and scientific results will be strengthened.
"
4761,"Efforts will also be made to coordinate the research and development activities carried out by different institutions in the country.
"
4762,"c. 	Development of Science and Technology Manpower Training
"
4763,"Educational institutions will be provided with modern facilities for upgrading the standard of training in the field of science and technology and for its uses in the development works, and arrangements will be made to teach new subjects which are important for the country by bringing in necessary changes in the syllabus.
"
4764,"To produce standard science manpower, additional laboratories, workshop, etc. and educational materials will be supplied and training will be given for development of skill.
"
4765,"Institutions related to science and technology will expand the know-how on inter-related subjects by providing science education on technical know-how and development of skill and technology education for strengthening the base of science for promotion of both the fields.
"
4766,"To further strengthen the educational activities, researchers will be encouraged to use their experience in education.
"
4767,"Opportunities for career development will be given to increase productivity of the available scientists and technologists.
"
4768,"Modern education materials and laboratories will be established in the schools in order to improve the standard of science education from the lower level.
"
4769,"d. 	Development of Different Aspects in the use of Appropriate Science and Technology
"
4770,"Inter-sectoral technologies will be developed for adoption of different aspects of science and technology in connection with the development of the country.
"
4771,"Indigenously developed technologies will be further tested for promotion. Use of tested technologies will be widened.
"
4772,"Economic, technical and other forms of assistance will be extended to institutions engaged in the development and expansion of such technologies.
"
4773,"5. Publicity and Promotion
"
4774,"People will be informed about the concepts, utility and importance of science and technology to the day to day life.
"
4775,"Promotion and publicity will be carried out through different media (such as exhibitions, publications, talks, radio, essay competition, etc.).
"
4776,"Professional organizations engaged in such activities will be made more active by providing more facilities.
"
4777,"Seminar, workshop, etc. will be organized among the science and technology groups for the exchange of results of research and development and research achievement from different institutions.
"
4778,"Publication of scientific and technological magazines will be encouraged and for making such publications regular and of standard quality necessary assistance will be provided.
"
4779,"CHAPTER 13 URBANISATION AND HABITATION POLICY
"
4780,"Urbanisation in  as compared to that in developed countries, though negligible, has been increasing continuously from the day the concept of planning for economic development was adopted.
"
4781,"The concentration of population in the urban areas testifies to the rapid process of urbanisation.
"
4782,"The urban population and its annual growth rate has been increasing since the last few decades.
"
4783,"In the census 1952-55 urban population was 237,000 i.e., 2.80 percent of the total population.
"
4784,"In the census of 1961 it increased to 336,000 which went upto 462,000 or 4.00 percent of the total population in 1971.
"
4785,"The latest census (1981) shows that the population of the town panchayats has hit 957,000 which is 6.38 percent of the total population. By 1985/86, the population of 29 town panchayats is estimated to reach 1.360 million or 8.20 percent of the total population.
"
4786,"If the habitation of 5,000 or more people residing at one place besides the town panchayats is to be included in urban population, this will mean that 20.00 percent of the total population live in the urban areas.
"
4787,"The growth rate of town panchayats indicates that it has far exceeded the national average rate of growth.
"
4788,"If the national population annual growth rate between 1971 and 1981 stopped at 2.66 percent the annual growth\ rate of the urban population shot up by 7.00 percent.
"
4789,"If inner terai is to be included, the number of town panchayats increases to 16 and their population is 53.29 percent of the total population.
"
4790,"Before the initiation of the First Plan there were only 7 town panchayats (Biratnagar, Janakpure, , Lalitpure, Bhaktapure, Birgunj, and Nepalgunj) in 1951 - 55.
"
4791,"In the population census of 1961 the number of town panchatyats reached 11.
"
4792,"Thus Dharan, Rajbiraj, Pokhara and Tansen were added to the first seven.
"
4793,"Similarly in the population census of 1971 the number of town panchayats reached 16.
"
4794,"Ham, Bhadrapure, Hetauda, Butwal and Siddharthanagar (Bhairawa) were added.
"
4795,"The latest population census in 1981 increased the number of town panchayats to 23 by addition of seven town panchayats namely, Dhankuta, Lahan, Bharatpure, Tribhuvannagar, Birendranagar, Dhangadhi and Mahendranagar.
"
4796,"Keeping in view the urbanisation of the last decade, population growth did not take place only in the declared town panchayats but the process of urbanisation started by habitation along highways, inner terai and hilly headquarters also.
"
4797,"All these trends show that the pace of growth of urban population and population density will be still faster. With this trend, increase in the labour force also increase the pressure on the urban facilities.
"
4798,"According to the Family Budget Survey 1973 - 75, it has been found that most of the families in big towns like , Biratanagar, Lalitpure, Siddharthnagar have found it difficult to avail the minimum residence facilities.
"
4799,"Organised sewage system is available only in .
"
4800,"Special attention has to be given towards maintenance of roads in the big towns where the vehicle density is increasing rapidly.
"
4801,"Attempts have to be made in expansion of telephone services and while doing so, improvement of operation, qualitatively, has also to be considered.
"
4802,"While observing the population situation of the last decade, economic condition and current activities of the hilly region, situation of employment, characteristics of migration, Increasing population pressure in the urban area and its growth rate, rehabilitation problems, etc.,- it is clear that review of the major policies of the Sixth Plan is very essential.
"
4803,"Urbanisation and habitation policy has to be adopted on a national scale by looking into the characteristics and process of temporary or permanent migration from the hilly and rural areas to urban areas for employment, spatial problems in course of development, and extension of general services in the urban area according to urbanisation plans and their coordination, increasing habitational problems, etc. against the background of all-round national development.
"
4804,"This sort of national policy for urbanisation will contribute substantially to national development and help derive maximum benefit by proper utilisation of the investment of limited resources.
"
4805,"On the basis of these consideration, the Seventh Plan has adopted the following objective and policies: Objective
"
4806,"On the basis of analysis of the current situation of the urban areas, there is a need for a national policy for its development.
"
4807,"For a well-conceived process of urbanisation, the following objectives have been set based on a multi-sectoral approach:-
"
4808,"1. 	to develop a well-conceived and properly managed urbanisation plan of the country.
"
4809,"2. 	to create opportunity for productive employment and increased income with increased level of urbanisation.
"
4810,"3. 	to develop urbanisation as a supplement to rural development.
"
4811,"Policy Working policy
"
4812,"The following working policy will be adopted to make the objectives and policy effective:
"
4813,"1. Classification of Urban Area
"
4814,"Existing urban centres will be classified into different categories for the formulation and execution of economic programmes according geographical situation and shape of the urban areas, population and their functional characteristics and economic resources and development potentials.
"
4815,"2. Role of Local Panchyats
"
4816,"a. According to the Decentralisation Act, local panchayats will play an important role in urban development.
"
4817,"Internal resources will be utilised to the maximum extent in the formulation and execution of urban development programmes.
"
4818,"b. Arrangements will be made to provide central level technical support and related training facilities, etc. to the local panchayats for different aspects of formulation and execution of urban development.
"
4819,"3. Institutional Arrangement
"
4820,"a. 	Organisational improvements will be brought about on the basis of studies of central institutiol1s like Town Planning Central Committee, Housing and Physical Planning Depaitmel1t, Town Development Committee, and local level institutions for making them effective for development of different urban areas .
"
4821,"b. Necessary organisational improvement will be effected with an aim to develop , which is taking the shape of a metropolitan city of the country, in a planned manner.
"
4822,"c. 	Renovate the central parts of the urban area like old , Bhaktapure and Lalitpure, prepare master plan for roads, drainage, drinking water, general services for big towns of the country. with commercial and industrial importance and to execute in accordance with the master plan by coordinating the activities of the government and non-government institutions.
"
4823,"4. Investment Programme
"
4824,"a. Investment patterns will be determined by formulating long-term and short -term development programmes for different urban centres.
"
4825,"Necessary steps will be taken. to encourage participation of the private sector for execution of these programtl1mcs.
"
4826,"b. To maintain the standard of different types of general services and facilities available according to the economic status of the urban area against the available limited resources.
"
4827,"5. Employment and Skill Development
"
4828,"a. Necessary steps will be taken to activate government and non-government institutions which will support the creation of productive employment opportunities in the non-agriculture sector in the urban areas.
"
4829,"b. Necessary arrangements will be made in conducting skill oriented training programmes by formulating investment programmes for ,creating employment opportunities in the urban centres.
"
4830,"6. Development Centre
"
4831,"Consideration will be given to gradually develop the towns which are functioning as a development centre of the Development Regions in an orga nised manner.
"
4832,"Special attention will be given to create an atmosphere whereby the private sector is encouraged in expanding necessary physical prerequisites and other general services for the creation of productive employment opportunities.
"
4833,"7. Development of Towns and Sub-tow ns
"
4834,"a. Necessary steps will be taken on the basis of studies to be carried out with the aim of developing sub-towns or towns at crossings of  - under construction for connecting different development regions and hilly sections- and north-south link roads in order to rehabilitate the migrated population from the hills to the terai in a well managed manner.
"
4835,"b. 	Cons ideration will also be given to provide minimum facilities required for towns in order to develop existing urban areas or important habitation for rural development as well. Through the process of urbanisation, financial sources and different services for development will be distributed to the whole of the country.
"
4836,"8. Development of Housing Area
"
4837,"a. With the aim of solving the housing problem specifically for low and medium income group, steps will be taken for housing development. b. Active participation by the private sector will be encouraged for formulation and execution of investment programmes in solving housing problems.
"
4838,"c. 	Special arrangements will be made to extend loans to the private sector for constructing of houses under housing programmes in the urban areas.
"
4839,"Construction companies or financial organisations in the private sector will also be made active for such programmes.
"
4840,"CHAPTER 14
"
4841,"DECENTRALISATION POLICY
"
4842,"1. Introduction
"
4843,"After the introduction of the Panchayat System, village, town and district panchayats have been established and thus the whole of the population has become a part of the Panchayat institution.
"
4844,"With the belief that this institution, with its capacity to mobilise the local resources, can substantially contribute to the development of the country, a third sector called ""Panchayat Sector"" was added from the Third Plan to the two sectors, namely, Public and Private Sectors of the previous periodic plans.
"
4845,"In the Sixth Plan, collection of plans of village, town and district panchayats was compiled as a separate volume titled as Part II of the national plan document to reflect the aspirations of the local people by giving Panchayat Sector broader importance.
"
4846,"Similarly, with the aim of meeting the local needs as quickly as possible development subsidy was increased to Rs 56.00 million for investment in Panchayat Sector.
"
4847,"Integrated village development projects have been an important programme of Panchayat Sector.
"
4848,"Elaborate arrangements were made while formulating the Sixth Plan on the objective, policy and priority of integrated village development activities in .
"
4849,"Various steps were described in the Sixth Plan to bring about improvements in the condition of majority of farmers by bringing changes in the rural economic and social pattern', create self- sustaining development process for the rural areas, develop leadership quality by encouraging majority of the farmers to participate in the decision making process, increase the productivity by giving employment to the large unutilised rural labour force, unify and coordinate all the activities related to village development which are interdependent and complimentary to each other, and wipe out existing poverty in rural areas through the medium, of complete programming.
"
4850,"In order to fulfil these objectives, various policies were defined and the need for giving priority to fulfil the minimum amenities like education, health, drinking water along with the efforts of rural development to increase production and employment was described.
"
4851,"Though integrated rural development projects were started in the past elaborate efforts were made for the integrated rural development during the Sixth Plan only.
"
4852,"Eight such projects in 23 districts are under implementation through the joint efforts of His Majesty's Government and different donor organisations. These projects helped in increasing production, rendering social services and in creating necessary infrastructure but failed to reflect the objective, policy and priorities of the Sixth Plan, especially when these projects were formulated.
"
4853,"At the moment, there are wide gaps among these projects and these gaps are primarily visible in the areas and subjects covered by them, in priorities given in their organisational structure and in operational systems.
"
4854,"In all these projects some common problems are prominently found. First, different activities covered by these projects have not resulted in operation of programmes in an integrated manner and as complementary to each other.
"
4855,"Formulation of projects at the local level according to local needs, expectations and feasibilities have not actually translated into practice.
"
4856,"Although the primary objective of rural development is to eliminate rural proverty"" investments in these projects do not seem to have made much progress in this direction.
"
4857,"Clear-cut line of demarcation of responsibilities and coordinated relations, as expected, do not exist among differe nt levels of administration and between project management and central institutions, especially in tasks like project execution, follow-up and evaluation.
"
4858,"Consequently, greater efforts have to be put by the project management in using the medium of personal relations to secure minimum of successes in the formulation and execution of programs every year, As can be expected in such a situation, physical achievements are much below the target.
"
4859,"The policy of the Sixth Plan not being reflected in different rural development projects at the stage of their formulation is a major cause to the above situation.
"
4860,"The other cause is that different conceptions on rural development among different donors, expressed and articulated at the time of project formulation, dominated the execution stage as well.
"
4861,"Attempts were made earlier, and in the Sixth Plan to introduce the practice of formulation and execution of project in an integrated manner in different districts of  in addition to integrated rural development projects.
"
4862,"In 1974, attempt was made to formulate integrated district development plan at the district level in conformity with the district administration plan.
"
4863,"[n 1978, integrated rural development attempts were made in some districts through the medium of integrated panchayat development forms.
"
4864,"The objective was to formulate on integrated plan at district level as an inseparable part of central level plan in the Panchayat Sector giving prominence to the coordinating function of the Ministry of Panchayat and Local Development.
"
4865,"The compelling need for adopting the decentralised system in planning and execution for social and economic development in line with the expectations and aspirations of the rural populace was learnt from the experiences gained in the field of rural development. As a result, the Decentralisation Act 1982 was promulgated for implementing the decentralised planning. Thereafter, in 1983, in course of formulating the basic principles of the Seventh Plan, the policy of formulating decentralised plan at the district level was fixed.
"
4866,"This has heralded the system of formulating periodic or annual district level development projects at the district itself.
"
4867,"With the implementation of the Decentralisation Regulations 1984 (from December 1984) a new background has been created for local development in the country.
"
4868,"The attempt of Decentralisation has set up an elaborate modus operandi for local development.
"
4869,"An organisation and institutional format was set-up for devising the process of formulation, execution and evaluation of plans based on the extensive participation of the populace for local development according to their wishes, ingenuity and feasibility.
"
4870,"The objectives thus fixed will require that the local populace initiate and be self-reliant for the all- round development by maximum utlisation of local resource' according to the capacity of the local community for development of the district through the medium of local leadership and organisation.
"
4871,"This will not only uplift the economic condition of the local communities rapidly but will also support the development of citizens capability of following democratic practices and carry out the responsibilities on their shoulders at the local level.
"
4872,"First, periodic or annual plans of village, town and district are formulated by Decentralisation of the. process of formulating plans for the maximisation of the local' resources by reflecting the wishes, and needs of the local people in the national plan; Emphasis is laid on institutional development by establishing local organisations which consists of panchayats and consumer committees in order to make the development projects long-lasting and meaningful ,by using ,the resource of the population and management capability~ Normally, nine service, centres will be established in a district in order to support the formulation; execution and evaluation of the plan in different areas at the village and town levels.
"
4873,"Technicians from different disciplines will be employed in each centre.
"
4874,"Similarly, at the district level institutions related to development will be converted to branches of district panchayat and will be assigned the job of formulation, execution and evaluation of unified plans.
"
4875,"District panchayats and district assemblies will determine, the necessary policies and priorities for formulating the plans and approve them accordingly and review their achievements.
"
4876,"Necessary central guidelines with regard to mobilisation of resources and their uses will be communicated in time to make feasible the formulation of plans based on local needs and ingenuity.
"
4877,"Then periodic and annual plans will be prepared for district, town and village by including the resource from the local panchayats.
"
4878,"Thus, the main base of development of district, town or village will be the formulation and execution of development plan at that level.
"
4879,"In this effort His Majesty's Government will function as an observer.
"
4880,"His Majesty's Government will assist in securing the resources from the central level and support from the national level plans.
"
4881,"3. Form of Rural Development Project and Policy
"
4882,"This arrangement will create a basic ground work for the rural development in  and will help ease problems in this field.
"
4883,"This decentralised system will enable every district of Nepal to formulate its own periodic or annual development plans.
"
4884,"Various resource and programmes will be mobilised in an integrated manner under one institution and they will be complimenting each other.
"
4885,"The policy in the Seventh Plan will be to make the process of development self-reliant by widening the base of local resource mobilisation with the use of increased resources, production and employment oriented programmes against the background of existing poverty and backwardness in the villages.
"
4886,"The policy of securing aid from friendly countries and international agencies will also continue.
"
4887,"Selection of locations for such investment will be guided by the principles of regional balance, feasibility of productive investment and a judicious distribution of resources.
"
4888,"This sort of investment will lay the foundation works of the process of progressive development by eliminating the adverse situation in the economic, social and environmental areas in different parts of the country.
"
4889,"The main objective of all these efforts of development in Nepal is to increase production, to increase employment opportunity, to upgrade the standard of social services and achievements and to promote favourable environment steps to institutionalise the formulation of decentralised and unified plans and to develop a process of execution and, follow-up to increase' the development efforts for maximum utilisation of local resource quantitatively, to widen the base of local resource for its development, to maximise the use of local technical capacity and to develop it and to develop complimentary relationship in the formulation of local and national level plans, will make the process of development at self-reliant.
"
4890,"From the experience of small farmers development project and integrated banking programmes it has been observed that small farmers benefit more from development efforts through the programmes executed through them in small groups because small and poor farmers are in majority and hence this approach has to be given priority., This will enable the small farmers increase their production and productivity and will thereby influence the national productivity favourably.
"
4891,"This will be a very important approach to economic development and to judicious distribution of fruits of development.
"
4892,"4. Some Important Conditions for the Process of Decentralised Development
"
4893,"a. It is essential to fulfil some important conditions for the success of the efforts of local development on the basis of decentralisation.
"
4894,"First, for the effective formulation and execution of the plan at the local level, the capacities of the local institutions have to be improved.
"
4895,"Specifically, collection and analysis of local level basic information is essential to determine the target of the village, town and district and to develop the capacity for formulation, execution and regular evaluation of necessary programmes.
"
4896,"National Planning Commission and its regional offices will play the necessary roles with the help of concerned institution.
"
4897,"b. Though the authority and responsibility have been decentralised to the local panchayats on the basis of the Act and the Regulations, it has become necessary to delegate authority and responsibility within the government organisation to fulfil the intention of the new system after its introduction.
"
4898,"This will enable the centre to pay greater attention to the national level policy and programmes without being entangled in local problems.
"
4899,"3. The centre will give institutional support with respect to economic, policy, technical and other necessary inputs for successful formulation and execution of plans by mobilising maximum resource in the local level.
"
4900,"Regular follow-up of successes and failures cropping up at the local level will be necessary.
"
4901,"In brief, formulation and execution of decentralisation is an important milestone for the rapid economic and social development of .
"
4902,"For its success continued political commitment is necessary.
"
4903,"It is also extremely essential that people's representatives and workers and employees alike must have full confidence on its values and conceptions.
"
4904,"CHAPTER 15
"
4905,"PUBLIC ENTERPRISEPOLICY
"
4906,"As long as the private sector investors do not take a leading role in the rapid development of the country as desired, the role of the government corporation becomes very important especially in term of developing the infrastructure, extending social services and increasing industrial production.
"
4907,"Against the background of lack of investors, lack of entrepreneurs, lack of management skills and limited professional knowledge existing in the private sector, the government corporations contribute substantially in the economic development of the country.
"
4908,"So long as the private sector does not come forward in meeting increasing demand for consumer goods for increasing population, in supply of development and construction materials, in developing minimum facilities to the people, government corporations have to undertake these activities.
"
4909,"In fact, the establishment of corporations has been the primary base for development in .
"
4910,"Corporations (59) established by the end of the Fifth Plan are adequate in quantitative and functional requirements.
"
4911,"The quantitative increase in the number of corporations which took place upto the Fourth Plan stopped in the Fifth Plan and the Sixth Plan. The conception of making the process of development effective, in the initial stage, through the medium of government corporations gradually changed and the policy has been adopted to improve the qualitative, skill and professional capacity of the corporations already established.
"
4912,"Fifty three corporations which were in operation in the Sixth Plan fall under commercial, industrial, service- oriented and infrastructure-oriented categories.
"
4913,"Among them, 43 corporation belong to first generation (100% equity participation by HMG),l joint ventures and the rest belong to the 2nd generation (equity partly by HMG and partly by other corporations). Bhrikuti Paper Industry, Lumbini Sugar Factory, Nepal Paper Industry, Butwal Textile Factory were the new corporations established in the Sixth Plan.
"
4914,"Similarly, National Rice Mill was liquidated and Chandeswori Textile Factory and Nepal Churie Ghee Factory were sold to the private sector. Nepal Standard Committee as a development committee was converted into Nepal Standard Institute as a department Radio  has been converted into a commercial organisation.
"
4915,"Attempts are underway to make Nepal TeleCommunication Corporation, Nepal Electricity Corporation, Nepal Oil Corporation and Nepal Food Corporation commercially viable.
"
4916,"Steps are being taken to amalgamate Timber Corporation of Nepal, Fuel Corporation and Forest Products Development Committee into one corporation and amalgamation of other similar corporations into one organisation is under serious consideration.
"
4917,"The contribution of the government corporations to the total national product in the first four years of the Sixth Plan has not increased.
"
4918,"In 1979/80 it was 2.30% and it remained at the same level as well, thereby suggesting an estimated annual average growth rate to be 2.10 %.
"
4919,"There has been no markedly visible increase in the sales of corporation products and so the net income has gone down.
"
4920,"Collection of dividend during the Sixth Plan from the government corporations ws estimated at Rs 400.00 million but at the market price Rs 413.00 million has been collected by the end of 1984/85 and the trend suggest that about Rs 500.00 million will be collected.
"
4921,"If the contribution of dividend from the Nepal Rastra Bank is not compiled on the basis of constant price it is not possible to raise even 25.00% of the declared dividends.
"
4922,"Even if the corporations are in such a state of affairs financially, still then, they are a major source of employment opportunities.
"
4923,"In 1979/80 there were 34,000 employed in the corporations have contributed significantly towards meeting the demands of various goods through imports.
"
4924,"The financial situation of the government corporations, as a matter of fact, is in a very poor shape.
"
4925,"In addition, plenty of short-comings in management, commercial skill and in creation of scientific organisational structures exist in the government corporations.
"
4926,"If the corporations were to control the creation of fixed assets in time and thus check the downward trend of the returns on investment, them the cumulative loss which reached Rs 850.00 million in 1981/82 and which is 40.00% of the total equity of the corporations could possibly have been avoided.
"
4927,"This dismal picture can be attributed own functions on the one hand, and the negative effects of the practice of fixing price by government, on the other.
"
4928,"In view of the rising production costs, it is likely that the situation will get worse if freedom price fixation is not allowed to these corporations.
"
4929,"The following are the principal causes for the present state of affairs of the government corporations.
"
4930,"1. Lack of clear-cut and result-oriented objectives.
"
4931,"2. Inability to make the management fully res ponsible to fulfill predetermined objectives.
"
4932,"3. Inability to develop skilled management cadre.
"
4933,"4. Making the board of directors more active and responsible by checking undue interference from the government.
"
4934,"5. Inability to liquidate or transfer the ownership of corporations not meeting the financial or economic criteria.
"
4935,"6. Inability to adopt planned measures to encourage the corporations to fulfill the objectives by regular follow- up with scientific evaluation system and to implement effectively the system of reward and punishment.
"
4936,"7. Inability to make the top management fully responsible and accountable.
"
4937,"If the required improvements can be brought about in the present state of affairs, the corporations will still have an important place in a developing country like  for developing the country's economy and in fulfillment of the needs of the people.
"
4938,"His Majesty's Government has been investing increasingly in these corporations with the view that they will prove to be meaningful and permanent medium in bringing about dynamism in the process of development and in the use of national savings for the welfare and rehabilitation of the people.
"
4939,"If these corporations are left as they are, they will not be in a position to improve their commercial viability and will be a burden to the government.
"
4940,"HMG has to bear the responsibility of providing minimum services, supply of consumer goods and creation of infrastructure and on top of it, has to provide financial assistance to the corporations already established.
"
4941,"The present conditions of the corporations must be checked and efforts have to be made in the Seventh Plan to make the government corporations play a more effective role for national economic development.
"
4942,"Against the background of the forgoing, the following are the major objectives of the policies related to government corporations in the Seventh plan.
"
4943,"1. So long s the private sector is not prepared to produce necessary import -substituting goods and undertake the expansion of infrastructures, government corporations will be developed as a major medium for producing such goods and services.
"
4944,"2. Since it is the responsibility of the HMG to supply the essential goods and basic services to the people, they will be done through the medium of government corporations in an organizes manner.
"
4945,"3. Encouragement will be given to private sector participation in the management and investment of Government Corporation and gradual transfer of ownership to them will be affected.
"
4946,"4. Steps to mobilize sources from the private sector will be intensified and the participation of the sector, through saving generated, will be encouraged in Government Corporation.
"
4947,"The following policies related to public enterprises will be adopted to fulfill the above objectives: 1.
"
4948,"Though the process of amalgamation of similar corporations has begun there are still a number of corporations which need to be amalgamated. Such corporations will be amalgamated more effectively.
"
4949,"2. A list of unnecessary of financially unviable corporations will be prepared and the process of amalgamating similar corporations, or liquidating them or transferring their ownership to the private sector will be affected.
"
4950,"3. Keeping in view of the general economic condition, level of remuneration and salary scale of similar systems, boards of directors of the government corporations, companies, bank and committees will be given full freedom to make decisions on their own on determination of salary, allowances and other facilities, appointment and promotion of employees, fixations of price of their products, capital investment, etc. based on their financial resources, economic conditions and annual profits.
"
4951,"4. Accountability and responsibility of the corporation chiefs will be clearly defined and they will be appointed, evaluated, rewarded and punished on this basis so as to improve the skill and efficiency of management in public enterprises.
"
4952,"5. With a view to safeguard the national and consumers' interest, policy will be formulated and steps initiated to control the quality of the products of corporation which have a monopoly right in productions.
"
4953,"7. Ministry of Commerce and Ministry of Supplies will prepare a supply plain jointly and initiate steps to ensure supply of goods essential goods in an organised manner every years during the Seventh Plan period as the primary responsibility of the government corporations is to import and distribute in an oranised manner such essential goods for development and for the people .
"
4954,"8. Priority will be given to establish such enterprises in the industrial sector which will contribute to the goal of self - sufficiency.
"
4955,"9. Shares of government corporations will be floated widely for mobilising the savings of the people. 10.
"
4956,"Corporations will be made to submit their balance-sheets and profit and loss statements within 6 months following the closing of the fiscal year thereby enabling them to review their financial performance regularly. 11.
"
4957,"If some of the decisions taken by HMG in view of the overall national interest cause any loss to the concerned corporation, HMG will extend financial assistance to compensate the loss. 12.
"
4958,"A separate unit will be established within the concerned ministry for necessary control, direction and for providing active support to the government corporations in addition to strengthening corporation coordination division of the Ministry of Finance.
"
4959,"Participation and ownership of private sector will be encouraged in corporations which are run on government subsidy.
"
4960,"Provisions will be made to award incentives to managements which maximise profits and minimize wastes against set targets.
"
4961,"Anomalies found in the existing acts related to establishment of corporations will be corrected on a timely basis. Chapter 17
"
4962,"REGIONAL DEVELOPMENT POLICY
"
4963,"1. Introduction
"
4964,"The projects will be centred around the location where the means and resources are abundant if they are executed by giving priority to the conception of increasing national product only and there is a probability of having less attention to different means and resources in the geographical regions (Himali, Hilly and Terai) and the gap in the distribution of the fruits of development will widen which will create an imbalance and increase inequality in different regions.
"
4965,"It is essential to have a regional conception in the national plan for utilising the resources of the regions and sub- regions in order to unify the national economy by spreading the wave of development to the towns, villages suburbs etc. adopting people oriented development process in order to reduce the gap and to make the people of remote regions participate in the development activities.
"
4966,"With the aim of eliminating the regional imbalance His majesty divided the country into five development regions and accordingly development centres were established.
"
4967,"The formulation of a regional policy has been necessary to unify the socio-economic development in the geographical region sub-region by considering the feasibility of development for the people of such places east-west and north south while allocation the development investments nd execution of projects. The need for long-term projects for eliminating the imbalance be tween regions in addition to the provision of assistance for national economic development has been recognised.
"
4968,"Institutional development also is necessary for the execution of the policy matters while preparing the policies for regional development plans associating the locational aspects in the investment for topical programmes under the national topical plans.
"
4969,"Since the decentralisation plan is to begin from the Seventh plan there is a necessity of proper understanding about this plan and regional development policy.
"
4970,"Proper mobilisation of the existing means and resources has a big effect on the different regions for the national development.
"
4971,"Since the shapes of regional development will indicate the direction of development of the country important policy aspect of the regional development will be to mobilise the means and resources on the basis of local capacity necessity feasibility and skill.
"
4972,"The main objective of the regional development will be to mobilise the local means and resources for eliminating the regional imbalance.
"
4973,"2. Review of the Efforts of Regional Development.
"
4974,"The stem of planned development was initiated with the aim of increasing production providing employment and raising the standard of living of the people.
"
4975,"The Third plan gave prominence to regional aspect in the national development plan by dividing the country into watershed regions of Karnali Gandaki and Kosi with aim of balanced development by utlising the available resources of the country. As a result of the efforts of development the imbalance between village and town hills and terai grew wider and became more distinctly visible in the Fourth plan.
"
4976,"More importance was attached to the regional plan in reducing this imbalance and the principle of development alignment was abopted by selecting alignment of proposed north south roads along the traditional trade-route of Karnali Gandaki Bagmati and Koshi regions in maintaining a cordial relationship between the hills and terai.
"
4977,"This has given a definite direction to the Fourth plan.
"
4978,"But the proposal related to regional development being presented as annex could not receive recognition as expected.
"
4979,"As this proposal was based on the principles of development alignment it did not become easy for the national development to attain the set target.
"
4980,"In 1972 after His Majesty's announcement dividing the country into four development regions along with four development centres, that sort of unwanted and controversial situation was cleared a way.
"
4981,"The division of these development regions became the basis for regional investment allocation and regionalisation of some topical programmes, but it did not help other as pects as expected.
"
4982,"In the Fifth plan regional development policy was presented as a separate chapter. Accordingly the ojbective of the regional development policy is to increases national revenue by widening the foundation and boundary of development by utilising the resources in the particular region and community through the medium of appropriate methodology.
"
