,0
1335,"आर्मेनियामा हालका प्रधानमन्त्री हुनुको पछाडि महिलाहरूको हात रहेको छ। तथापि धेरैका लागि सुधारमुखी विरोधी नेता निकोल पाशिन्यानलाई गत मे मा सत्तामा ल्याउने ""क्रान्ति"" भर्खर शुरु भएको छ। 
"
1336,"२०१२ फ्याकल्टी अफ लेटर्स 
"
1337,"ग्लोबल भ्वाइसेजको पोडकाष्ट इन्टु द डीपमा हामीहरू यस्ता प्रसंगबारे चर्चा गर्छौ जसले मिडियामा चाहिए जति कवरेज पाएको हुँदैन। 
"
1338,"युजिन नाम गरेको पुतली किरा। फोटोः अमूर्त कथाहरू / भिकोन्ताक्ते 
"
1339,"मालागासी अधिकारीहरूले अनलाइन वाक स्वतन्त्रता र नैतिकता सम्बन्धी विधेयक तयार गरिरहेका बेला ""पाइनापल-गेट"" बारे सम्पूर्ण वार्ता शुरु भएको छ
"
1340,"२४ डिसेम्बर १९११ आइतवारको दिव्य सेवा पश्चात् महाराजाले भेटी स्वरुप राजालाई ७० थरिका नेपाली रैथाने जनावरहरूको संग्रह टक्र्याए। २५ डिसेम्बरको दिव्य सेवा पश्चात्को शिकारमा झण्डै ६०० हात्तीले ""गोलाकार"" बनाए। राजाले त्यस दिन सो अभियानभरिकै सबभन्दा ठूलो बाघ मारे। 
"
1341,"तीमध्ये केही तर्क गर्थे कि जंजीबारको यात्रा महँगो छ, र त्यो सत्य पनि हुन सक्छ। तर एक पटक जब तपाईं आफ्नो जीवन चलचित्रहरू निर्माण गरेर बिताउने सोचका साथ आउँनुहुन्छ, तपाइँले ""लगानी एक समस्या हो"" भन्ने भनाइलाई बेवास्ता गर्न अभ्यस्त पनि हुनु पर्दछ। 
"
1342,"दानिएल सुअरेजले शहरमा श्वासप्रश्वासको कारणले हुने मृत्‍युमा वृद्धि भएको छ भन्दै सेयर गरे:
"
1343,"वायु ऊर्जाले किर्गिजस्तानको आधा जनसंख्या ओगटेको ग्रामीण समुदायको ७ प्रतिशत ऊर्जा आवश्यकता पूर्ति गर्नसक्ने भए तापनि यहाँ यो ऊर्जा तुलनात्मक रुपमा दोहन गरिएको छैन। 
"
1344,"सन् १९२९ ताकाको जापानको क्योटो। 
"
1345,"म्यानमारको शान राज्यमा पर्ने थानदाउङ गाउँको हाटबजारका दृश्य 
"
1346,"विश्वमा चारैतिर मन पराइएका यी राजनीतिज्ञ शब्दका जादुगर नै थिए। 
"
1347,"जीभी: के कस्ता चुनौतीहरू रहेका छन्? 
"
1348,"बाँकीका दिनको परिश्रमका लागि तरोताजा रहन एक रिक्शाचालक छोटो विश्राम लिंदै। तस्वीर साभार: मिर्जा फिर्दौस आलम, क्रियटिभ कमन्स लाइसेन्सअन्तर्गत प्रयोग गरिएको।. 
"
1349,"कुनैबेलाका धनी जमिन्दार, सुदूर पश्चिम नेपालको कैलाली र कञ्चनपुर जिल्लाका आदिवासी राना थारूले लूट, अतिक्रमण र भेदभाव सबै भोगेका छन्। 
"
1350,"""कुस्तीपछि भोजमा मैले ग्याबिटलाई भेटें
"
1351,"केही महिलाहरू पुरै एक महिना पनि व्रत बस्छन्
"
1352,"अनुमति लिएर प्रयोग गरिएको नेपालको साँखुमा स्वस्थानी व्रतकथा र माधव नारायण पर्वमा नेपाली हिन्दू भक्तजनहरु शाली नदीमा व्रत बस्दै
"
1353,"कजाखहरू अनुमानित ८५ लाख उइघूरहरूलाई छाडेर यस प्रान्तमा बसोबास गर्ने सबैभन्दा धेरै जनसंख्या भएको मध्य एशियाली अल्पसंख्यक हुन् जबकि किरगिज़, उज़बेक र ताजिकहरू पनि यसै क्षेत्रमा बस्दछन्
"
1354,"संगी-किसानहरूबाट सल्लाह पाएपछि केफाले आफूले पालेका ५२ वटामध्ये २७ वटा कुखराहरू बचाउन सके । केफाका लागि आफ्ना कुखराहरू ज्यादै महत्वपूर्ण छन् । 
"
1355,"शाहवंशीय राजाहरूलाई उनीहरूकै शासनका दौरान नाममात्रका शासक बनाइएको थियो शाहवंशीय शासन पनि सन् २००८ मा आएर अन्त्य भयो
"
1356,"— नेल्सन मन्डेला, सन् १९६९ 
"
1357,"थप तस्विरहरु फ्लिकरको बोस्टन पब्लिक लाइब्रेरी संग्रहमा,मोनाश विश्वविद्यालयको संग्रहमा रलफायट कलेजको स्किलमन लाइब्रेरी संग्रहमा पाउन सकिन्छ। 
"
1358,"महिला र केटीहरुलाई गर्भवती नहुन भनिएको छ। 
"
1359,"अबको एक महिना भित्रमा, डिसेम्बर २-३ का दिन, विश्वका चारैतर्फबाट सयौं प्रतिनिधिहरू श्रीलंकाको कोलम्बोस्थित ट्रेस एक्सपर्ट सिटीमा भेला हुनेछन्। र, यी दुई दिनका दौरान खुल्ला इन्टरनेट, अभिव्यक्ति स्वतंत्रता तथा विश्वभरि संचालित अनलाइन नागरिक आन्दोलनका बारेमा छलफल गर्नेछन् र यिनमा समानता खोज्दै एक आपसमा सम्बन्ध स्थापित गर्नेछन्। 
"
1360,"बिहानै गर्नुपर्ने काममा वरिपरि सफाइ गर्ने तथा गाईवस्तु गोठ बाहिर लग्ने पर्दछ।
"
1361,"साँखु र भक्तपुरमा स्त्री र पुरुष दुवै देवी श्रीस्वस्थानी माता र भगवान माधव नारायणको पूजापाठ गर्दै व्रत बस्छन्। स्वस्थानी व्रतकथाको शुरुवाती र समाप्तिका दिनहरुसँगसँगै हुने माधव नारायण पर्वमा पनि मानिसहरु वैधिक स्नान् गर्दछन्। 
"
1362,"उनीहरू भौतिक सुरुक्षाका लागि निरन्तर चिन्तित छन्। 
"
1363,"यद्यपि विकेन्द्रीकृत प्रकृतिका सानो क्षमताका नवीकरणीय परियोजनाहरूका लाइनहरु खास क्षेत्रहरुमा मात्र स्थापना गरिएको हुनाले यो समस्यालाई परास्त गर्न सकिनेछ
"
1364,"तर धेरैले यस किताबका बारेमा मात्र कुरा गरिरहेका छैनन्। यसका अनुवादकको उतिकै चर्चा भइरेको छ। 
"
1365,"सुरिनामको कृषि क्षेत्रमा केमिकल व्यापक रूपले प्रयोग गरिने भएतापनि इन्टरन्यासनल ईन्स्टिच्युट फर सस्टेनिबिलिटीको २०१२ को रिपोर्ट अनुसार देशमा दिगो कृषि प्रणाली अपनाउनको लागि अवसरहरू छन्। 
"
1366,"“यो यस्तो चीज हो जुन मानिसको भित्री मनदेखि आउनुपर्छ”, उनी भन्छन्।
"
1367,"लागो अजुलमा हामी कलाकार माउरो नेरीका पहेला घरहरू देख्छौं। उनी पनि ग्राजाउमा हुर्किएका भित्तेचित्र कलाकारहरूका समूहमा पर्छन्। 
"
1368,"यसको भुगतान अवधि (पेब्याक पिरियड) तीन वर्ष जतिको हुन्छ — कम निर्माण लागत (१००० देखि २००० अमेरिकी डलर, उत्पादन संख्यामा भरपर्ने) ले गर्दा तुलनात्मक रुपमा छोटो अवधि — यद्यपि उक्त टर्बाइनले घरेलु उपकरण चलाउन तथा एउटा सानो अपार्टमेन्टलाई तताउन र चाहिने बिजुली पर्याप्त मात्रामा उत्पादन गर्नसक्छ। 
"
1369,"सन् १९३९ मा उत्तरी को तियान्जिन शहरमा जापानी, बेलायती चौकीदार।   
"
1370,"यसको पुरा लम्बाई ७७ माइल छ साथै शुरुमा अगस्त १५,१९१४ मा उद्घाटन गरिएको थियो
"
1371,"श्रीमति गिब्स कलेज जाने गरेको शहर हो यो
"
1372,"यस न्यूजरीलमा स्पष्ट ध्वनिका साथ बजारका दृश्य, एक शिन्टो तीर्थस्थलमा आयोजित समारोह तथा एक युवतीले परम्परागत वाद्यवादन बजाएको लगायतका फूटेज समेटिएका छन्। 
"
1373,"जिभी: तपाईं एक्लैले सुरुवात गर्नु भयो कि समर्थक र सहयोगीहरुसँग ?
"
1374,"प्रेमको जीत भएको छ... स्वाभिमानी भारतीय... प्रेम एउटा सुन्दर अनुभूति हो र अब तपाईं भारतमा प्रेम गर्न स्वतन्त्र हुनुहुन्छ। 
"
1375,"सामाजिक भेदभावबाट पीडित हुनुका अतिरिक्त तिनीहरूको कामको ज्याला पनि कम हुने गर्दछ
"
1376,"न्यूरल नेटवर्क प्रयोग गरी तस्वीर संयोजन गर्ने यस रसियाली वेबसाइटले गजबका फोटो बनाउन सघाउँछ 
"
1377,"ला रेड ल्याटिनोअमेरिकाना दे ब्लगस दे सिएन्सिया भिन्न ल्याटिन अमेरिकी देशका ब्लगरहरूद्वारा वैज्ञानिक रहस्योदघाटनको प्रयासलाई एकत्रित गर्ने उद्देश्यकासाथ जन्म भएको थियो उनीहरुले आफ्ना पृथक अनुशासन र अभिरुचिसँगै सामाजिक सञ्जालमा विज्ञानको मूल्य प्रतिस्थापन गर्ने प्रयास गर्दछन्
"
1378,"के सेभन, तान्जानिया सीमा नजिकैको कजीअदो काउन्टीका कलाकार, लामो समयसम्म खडेरीले उनको समुदायमा परेको असरको वर्णन गर्दै। तस्वीरः के सेभन 
"
1379,"लाहोरमा चाहिं ट्वीटरको सहयोग लिंदै यसको प्रचार गरियो। 
"
1380,"यी चित्रहरू रातो, कालो, पहेंलो र सेतो रंग प्रयोग गरी बनाइन्छन् र यिनीहरूमा प्रशस्त पाइने जनावरहरू समेटिन्छन्। देवी भन्छिन्: 
"
1381,"खाद्य सुरक्षा तथा स्थानीय जनमानसको स्वास्थ्य पनि चिन्ताको विषय बनेको छ
"
1382,"मोजि दास क्रुजिस, ग्रेटर साओ पाउलो
"
1383,"जेइ: पम्प-एन-स्प्रे निराशाले जन्माएको थियो: पानीको असुविधाको कारण हरेक रात बकेटमा नुहाउनुपर्ने झन्झट, त्यो ढाँड भाच्ने कामसँग म दशकौं अघि हजुरबुवाको खेतमा काम गर्दा परिचित भइसकेको थिए । एक दिन मैले पानी खोज्न भुलें, त्यही कुराले गर्दा मैले मेहनत गरें। शुरुमा यो समस्याको समाधान किन्न खोजें तर त्यस्तो केही पाउँन सकिन त्यसैले मैले यसलाई बनाउने निर्णय गरें।
"
1384,"युवाहरूलाई खेलकूदमार्फत अन्तरक्रियाको अवसर जुटाउँदै तथा खेर गइरहेका जग्गाहरूलाई बहुमूल्य सामुदायिक सम्पत्तिमा रूपान्तरण गर्दै यस परियोजनाले बढी जनघनत्व भएका शहरी क्षेत्रमा जीवनस्तर उकास्ने अन्य कदमहरूका लागि एक नमूना प्रस्तुत गर्नसक्नेछ। 
"
1385,"संसारभरका झण्डा चारपाटे छन् भने नेपालको झण्डामात्र फरक प्रकारको छ। 
"
1386,"
"
1387,"वैज्ञानिकहरु आजभोलि स्नायुमा गड्बडी हुने र पक्षघात पनि गर्नसक्ने गिलेन ब्यारी (Guillain-Barré) रोगसँग जिका भाइरसको सम्बन्ध छ या छैन भनेर अनुसन्धान गरिरहेका छन्
"
1388,"पिआरएमका अनुसार तालुखुइले मानिसको मृत्युमा झाँक्रीहरूको संलग्नता छ। 
"
1389,"वर्षौदेखि बिजुलीतविहिन गाउँमा सस्तो र सरल उपकरण बनाउने ग्रामीण अन्वेषक बेशेनबेइ सादाबाएभको कथा स्थानीय मिडिया Kloop.kg ले हालसालै प्रकाशित गर्यो। 
"
1390,"दक्षिण एशियामा सस्तो र सुलभ स्यानिटरी न्यापकिनका लागि अभियान 
"
1391,"माछा राख्ने ट्यांक सफा नगर्दा फोटोः अमूर्त कथाहरू / भिकोन्ताक्ते
"
1392,"जुन २०१६ मा टोकियो क्यामरा क्लब द्वारा आयोजित फोटोग्राफी प्रतियोगिताको एक भागको रुपमा विभिन्न फोटोग्राफरहरुले जुनकिरीहरुका गज्जबका स्वप्निल फोटोहरु जापानभरिबाट बुझाए
"
1393,"जलवायु परिवर्तनले पानीको सुलभता सुधार नहुने संकेत गर्छ त्यसकारण पम्प-एन-स्प्रेले सफलता पायो
"
1394,"बालबालिकाको सुरक्षामा काम गर्ने गैरसरकारी संस्था साहिलले तयार पारेको विवरणअनुसार पाकिस्तानभरि प्रत्येक दिन बालबालिकाप्रति हुने यौन दुर्व्यवहारका औसतमा ११ घटनाहरू रिपोर्ट गरिन्छन्। यस संस्थाका अनुसार ६० प्रतिशतभन्दा बढी घटना पंजाबमा घटेका थिए। 
"
1395,"हिजो मैले हारवर्डको सिजिआइएस भवन (सेन्टर फर गभर्नमेन्ट एण्ड इन्टरनेशनल स्टडिज) मा सेता पुतली स्थापना गरी सकाए।
"
1396,"हामीलाई अफ्रिकी महिलाका रुपमा आफ्नो यथार्थता बताउदै काम सुम्पीइएको छ र यसमा हामीमध्ये धेरै व्यक्त्ति छैनन्, यो एउटा छोटो सूची हो। 
"
1397,"प्रत्येक वर्ष उनी ३० व्यक्तिलाई खुवाउन पुग्ने सालाखाला ३,५०० किलोग्राम (७,७०० पाउण्ड) खाना उत्पादन गर्छन्। शायद अझ महत्वपूर्ण, उनको शहरी कृषिक्षेत्र साना आकारका क्षेत्रमा दीगो तवरले खाना उत्पादन गर्न चाहने अन्य व्यक्तिका लागि नमूना हुनसक्छ। 
"
1398,"नेपाली मसला राखेर बनाइएको बियर हुनाले ज्यूरिखस्थित टर्बिनेनब्रु ब्रुअरीले आफ्नो सिजनल बियर उत्पादनमध्ये एकको नाम राजा वीरेन्द्रसँग जोड्यो, जसले नेपालमा १९७२ देखि २००१ सम्म शासन गरेका थिए - उहाँको नाम ब्रुअरीले बियर जस्तै सुनिने भन्ठान्यो। बियर राजा हो😃 
"
1399,"योरुबा जाति। फिमेल सिक्रेट सोसाइटी ग्लेन्दे मखुन्डो, कुनै मिति छैन। र त्यहाँ अझै पनि भवन छ। 
"
1400,"जसले नवजात शिशुहरुलाई आक्रमण गर्छ
"
1401,"स्टेफन हकिङको निधनको समाचार १४ मार्च २०१८ मा प्रसारित भए सँगै विश्वभर शोक छायो, र ल्याटिन अमेरिका अपवाद थिएन। 
"
1402,"बोआभेन्चुरा कोलेटी मार्गस्थित पब्लिक स्कूल पेड्रो मोराइस भिक्टरको पर्खालहरूमा स्थानीय कलाकार ब्राउन, मार्सिया, कबेलो तथा अन्यले भित्तेचित्र कोरेका छन्। 
"
1403,"ससेज भाइनको अध्ययन भारतमा ब्रिटिश शासन प्रभावशाली रहेको समयमा सन् १८०० को सुरुदेखि भएको हो। नेपाली वनस्पतिविद कमल मादेन भन्छन् - डेनिस सर्जन तथा वनस्पतिविद नाथानियल वालिच भारत कलकत्तामा बोटानिकल गार्डन स्थापित गर्ने कार्यमा संलग्न रहेको समयमा ससेज भाइन प्रजातिबारे अध्ययन गर्ने पहिलो व्यक्त्ति थिए र उनले उक्त्त वनस्पतिको नाम आफ्नो पंक्षीविज्ञ साथी कार्ल पिटर होलबेलको नामबाट राखे। 
"
1404,"दोश्रो दिन नदीका दुवै किनारमा सुरक्षित किसिमले अड्काइन्छ, र पुराना डोरीहरूलाई चुडाएर झारिन्छ। 
"
1405,"भारतका खिरी तथा नैनितालमा बस्ने राना थारू अनुसूचित जनजाति अन्तर्गत पर्दछन् नेपालमा कैलाली र कञ्चनपुर जिल्लामा १६औं शताब्दीदेखि राना थारू बस्दै आएका छन् र यी दुई जिल्लामा सबभन्दा पहिला बसोबास गर्नेमा पर्दछन् पछि आएर दाङका दंगौरा र मलेरिया उन्मूलन तथा पञ्चायती व्यवस्थाको पुनर्वास कार्यक्रम पश्चात् खसहरू यहाँ आए
"
1406,"अनुमति लिएर प्रकाशित गरिएको तस्वीर
"
1407,"न्यूजवीक जेपी: अत्यन्तै फोहोर देशहरु 
"
1408,"स्क्रीनशट: भाषा सिक्ने साधन अनलाइन 'आइनु टकिङ् डिक्शनरी'
"
1409,"अधैर्य जो कोहीको लागि यहाँ एक सन्देश छ:
"
1410,"सर्वोच्च प्रशासनिक न्यायालयको फैसला उनीहरुले प्रशंसा गरेता पनि बुल्गेरियाई पर्यावरण अभियन्ताहरु यसलाई आफ्नो, अभियान अन्त्य भएको मान्न सतर्क छन् किन भने प्रभावशाली वित्तीय स्वार्थले पर्यटन परियोजनाको निमित्त उक्त्त क्षेत्र दावी गर्न खोज्नेछ भन्ने कुरामा उनीहरु सचेत छन्। 
"
1411,"नेतृत्व गर्नेले घृणा कदापि गर्नुहुन्न। 
"
1412,"चिली, अर्कोतर्फ, बौद्धिक सम्पत्ति संरक्षणमा अगाडि छ यहाँ प्रति वर्ष सबैभन्दा ठूलो संख्यामा पेटेन्ट अधिकार दर्ता गरिन्छ
"
1413,"यद्यपि, गलगाँड भाइरसले वयस्कहरुलाई पनि संक्रमित गर्न सक्छ र यस्तो भएमा सम्भावित जटिलताहरू थप गम्भीर हुनसक्दछन्। 
"
1414,"जिकाको खतरा बारेमा उनले लेखिन्: 
"
1415,"कम्बोडियालाई बढ्दो तापक्रम र पानीको अभावले गाँज्नुका पछि एल निन्यो आंशिक रुपमा हात रहेको छ। 
"
1416,"कसैलाई आँक्ने कामका बारेमा: 
"
1417,"एनबि: यस देशमा महिलाका लागि पेशागत अवसरका बारे केही भन्नुहुन्छ? 
"
1418,"दक्षिणपूर्व एशियाका राजधानी शहर विश्वमा सबैभन्दा धेरै फोटो लिइएको र लोकप्रिय गन्तव्यमध्ये पर्दछन्
"
1419,"त्यो विचार फैंलदै गयो र दशौं लाखका संख्यामा फलोअरहरू भएका समुदायहरूले उनको रचना सेयर गर्न थाले (तर संधै आधिकारिक श्रेय नदिइकन)
"
1420,"म्याकालेले भर्खरै न्यू योर्कको शम्बर्ग केन्द्रमा क्यारिबियन इन्टरनेट नेटवर्क (सीआईएन) लेक्चर सीरीज मा ""द रक स्टेट"" मा हाई-प्रोफाइल लेक्चर दिइन्। सीरीजमा बोल्ने पहिलो महिलाको रूपमा उनले क्यारिबियन पर्यावरणको लागि एक जोडदार तर्क प्रस्तुत गरिन् र यस क्षेत्रमा जलवायु परिवर्तनको विद्यमान खतरा प्रति जोड दिइन्। 
"
1421,"३ - उपग्रहमा विदेशी भाषामा (रसियन जस्तो प्रतीत हुने) किन लेखियो? 
"
1422,"केही पुरुषहरूले पनि यसमा साथ दिए: मलाई संधै गोरो हुनु नै राम्रो भनिएको थियो तर हैन यो मेरो छाला हो र म यसलाई माया गर्छु #unfairandlovely
"
1423,"कुसुण्डाको जनसंख्या २७३ रहेको अनुमान गरिएको छ। तथापि, सोधकर्ताहरूका स्थलगत अध्ययन अनुसार नेपालको दाङ, रोल्पा, प्युठान, अर्घाखाँची र सुर्खेत जिल्लाहरूमा उनीहरू केवल १५० जना छरिएर बसेका छन्। 
"
1424,"यी हत्याका पछाडि तालुखुइले मानिसको टाउकोमा सुन पाइन्छ र यसले धनसम्पत्ति ल्याउँछ भन्ने स्थानीय अन्धविश्वास रहेको कुरा जाम्बेजियाका प्रहरी प्रवत्ताले बीबीसीलाई बताए। मोजाम्बिकमा तालुखुइले मानिसमाथि गरिएको यो अभिलिखित आक्रमण पहिलो पटक हो। 
"
1425,"प्रधान मन्त्री चन्द्र शम्शेर राणाद्वारा निम्त्याइएको शिकार समूहले १९११ डिसेम्बर १८–२८ को अवधिमा १८ गैंडा, ३९ बाघ तथा ४ भालुको गोली हानी शिकार गरेको थियो। 
"
1426,"ह्वाइट बटरफ्लाई प्रोजेक्टको फेसबूक पेजबाट लिइएको तस्वीर
"
1427,"#ArborDay साथै यस सार्वजनिक अकाउन्टले विश्वका अरु देशका सिक्का र नोटबारे तथ्यहरू प्रकाशित गर्दछ
"
1428,"मरिच र धनिया तथा अन्य मसला हालेर मासु र चामल मिसाइ पकाइएको परिकार। 
"
1429,"मिनोअन देवीका प्रस्तर प्रतिमालाई फ्ल्याश एनिमेशनमा ढालिएको गीत ""यु गट्टा बिलिभ"" लगायत नीनाले ""सेडर म्यासोकिज्म""का कैयन् गीत तथा दृश्यहरू युट्युबमा अपलोड गरेकी छिन्। यसमा मोजेस तथा पितृसत्ताबाट पराजित हुन गइरहेका प्राचीन देवीहरूलाई ""गीत गाइरहेको"" देखाइएको छ। 
"
1430,"उदाहरणका लागि इमाम इंगित गर्छन् कि भारतीय जनजाति वा आदिवासी आफ्नो जीविकोपार्जनका लागि आफ्ना जमीनमा निर्भर छन्, तर ""जमीनमा भएको बाली""मा उनीहरूको अधिकार छैन। ""म खननको बारेमा कुरा गर्दैछु"", खनिज पदार्थमा धनी छोटा नागपुर पठारतर्फ संकेत गर्दै, उनी भन्छन् । 
"
1431,"मद्रासका हिन्दू लोहार (१८६८ — १८७५)
"
1432,"यो मन्दिर भूकम्पले पूर्ण रुपमा ध्वस्त भएको थियो। 
"
1433,"तिनीहरूमध्ये केही बालीका नयाँ प्रजाति वा नयाँ बालीरोग विरुद्ध कसरी लड्नेबारे खोजी गर्न अनलाइनको उपयोग गर्दछन् । 
"
1434,"मलाई साँच्चै नै चिकुनगुन्या लागेदेखि सञ्चो छैन
"
1435,"ज्ञानी मैया सेन आफ्नी नातिनीसँग। 
"
1436,"उदाहरणका लागि दम पुख्त (बन्द गरिएको भाँडामा मन्द आँचमा पकाइने) र बटर हाली पकाइने तरकारी जस्ता उत्तरी भारतका परिकार मुग्लाइ पाकशैलीबाट प्रभावित छन् भने दक्षिणी भारतमा सागपात, भात र समुद्री खाना बढी मन पराइन्छ। 
"
1437,"यस लेखको माथि फोटोमा देखाइएको नौलो किसिमको हावाले चल्ने टर्बाइन एमिल तुर्सुनोभले डिजाइन गरेका हुन्। 
"
1438,". फोटो नेभिन थम्प्सन। 
"
1439,"फोटो: चाल्र्स हेयन्स श्रोत: फ्लीकर, सिसि लाइसेन्स
"
1440,"एसिड आक्रमण संसार भरको समस्या हो, खासगरी भारतमा हरेक वर्ष त्यहाँ अनुमानित १००० एसिड आक्रमणबारे महिलाहरुले जानकारी दिन्छन्, यो कार्य अक्सर तिरस्कृत प्रेमी वा परिवारमा अस्वीकृत सदस्यको कारण भएको हुन्छ
"
1441,"यदि यी जनावरहरू भोकै रहन्छन् भने हामी पनि भोकै रहन्छौं । अहवाज क्षेत्रका तेल र ग्याँसका श्रोतहरूको मुख्य नाफा इरानी शासनको तिजोरीमा गइरहेको समयमा, अहवाजी नागरिकहरूले उनीहरूको प्राकृतिक श्रोतबाट कुनै फाईदा नपाइकन; तेल तथा ग्याँसको खोजप्रति अहवाजीहरूको रोष सामान्य नै देखिन्छ किनकि वृहत रूपमा हेर्दा यी दुवैले उत्पीडन्, गरिबी र कष्टका साथसाथै तिनीहरूको उत्खननले प्रदुषण बाहेक केही ल्याएका छैनन् । 
"
1442,"सर्वोच्च न्यायालयको नवीनतम निर्णयले देशभरि खुशी छाएको छ, समलिंगी तथा अन्यका लागि पनि। 
"
1443,"तथापि यसले टक्सारमा बनाइएका र यस देशको इतिहासभरि सार्वजनिक गरिएका ठूलो कोलम्बियाई संग्रहमा ध्यान केन्द्रित गरेको छ
"
1444,"सर्वप्रथम नेपालको सरकारी सेवा प्रवेशका लागि लिइने लोक सेवा आयोगको परिक्षा दिइरहेका परिक्षार्थीहरूको फोटो हेरौं। पश्चिम नेपालको लम्जुङ जिल्लाको खुला चौरमा संचालित परिक्षा। 
"
1445,"पश्चिम बंगाल, भारतका सिद्धार्थ मुखोपाध्याय बंगाली विवाहमा आएको परिवर्तनबारे लेख्छन्: 
"
1446,"म यो प्रविधि आफ्नो देशलाई सित्तैमा दिंदैछु। 
"
1447,"बिगत चार वर्षदेखि विद्यालय नंबर ५२ उर्जा प्रभावशाली संरचना तथा छानामाथि राखिएका सौर्य ब्याटरीहरूबाट लाभान्वित भईरहेको छ
"
1448,"त्यसो भए प्रस्तावित वन्यजन्तु सेन्कचुअरीको लागि अन्य कदमहरू के के हुन्? 
"
1449,"एउटा सार्वजनिक कार्यक्रमका लागि हिंडेको उनको सवारी जत्था उनको सो फोन कलका लागि आधा घण्टा रोकियो
"
1450,"फुकुशिमा, मियागी र इवातेको आवास स्थिति 
"
1451,"साथै यो अत्यधिक कामोत्तेजक पनि छ
"
1452,"आरएल: म सूक्ष्म प्राणीको संभावनाहरुका बारेमा कुरा गरिरहेकी छु, जुन अन्य ग्रहहरु तथा चन्द्रमामा प्राणी छन् कि भन्ने थाहा पाउन मूलभूत प्रश्नहरुमध्ये एक हो। अब चन्द्रमामा आधार बनाउने योजनाहरू छन्, तर मलाई लाग्छ कि वस्ती बसाल्ने सम्भावना लामो समय लाग्न सक्छ। यदि मलाई अंतरिक्षमा जाने अवसर मिलेमा म जानेछु। एक अंतरिक्ष यात्री बन्ने सपना अझै छ। 
"
1453,"सामुदायिक रेडियो स्टेशनले वापीशाना भाषामा कार्यक्रम तथा गीतहरूको साथसाथै कथा वाचन एवं साक्षरता शिक्षा सुविधा प्रदान गर्दछ। 
"
1454,"कस्तो गजबको जिन्दगी!!!
"
1455,"तर केही देशहरूले तत्कालै प्रतिक्रिया दिँदैनन्। तत्काल क्यानाडा, संयुक्त राज्य अमेरिका, र संयुक्त अधिराज्य ले बार्बाडोस भ्रमणको जोखिमबारे उनीहरूका नागरिकलाई चेतावनी सहित ट्राभल एडभाइजरी जारी गरे। 
"
1456,"सन् २०१५ को अन्त्यमा नोबेल पुरस्कार विजेता तथा उच्च सरकारी मन्त्री आङ सान सू कीले पनि राष्ट्रव्यापी फोहरमैला संकलन अभियानको नेतृत्व गरिन्
"
1457,"यहाँ एक चिनियाँ वर्ण छ जुन सबैभन्दा जटिल भनिएको छ। 
"
1458,"यदि तपाई यी नहरहरू हुँदै डुङ्गामा शयर गर्दै हुनुहुन्छ भने तपाईले धेरै हरिया अम्बाका बगैंचा देख्नुहुनेछ
"
1459,"यो नयाँ क्याम्पस विशेष छ किनकि यो मध्य एशियाकै पहिलो पूर्ण रुपले स्वच्छ र सफा प्राइभेट निर्माण परियोजना हो — यसको मतलब सम्पूर्ण क्षेत्रमा जियोथर्मल हिटिङ्ग र कूलिङ्ग (तताउने र चिस्याउने), अत्याधुनिक मलप्रवाह पद्धति, सिंचाई पद्धति तथा ऊर्जा प्रभावकारिताको उच्चतम मापदण्ड
"
1460,"नेपालमा भूकम्पको कारण हिमस्खलन भएर अप्रिल २०१५ मा धेरै जनाको मृत्‍यु भयो । 
"
1461,"स्ट्रिट फाइटर टाइपको भिडियो गेम मन नपरेतापनि मैले एसएनकेको सामुराइ शोडाउन गेममा आइनु पात्रहरुको नाम जानें
"
1462,"फेसबूकमा उनले थपे: 
"
1463,"भारतमा क्षयरोग 
"
1464,"पाकिस्तानमा जस्तै, नेपाली ट्रकहरुमा रमाइला, विनोदपूर्ण पद्यका साथै प्रासंगिक व्यंग्य लेखिएका हुन्छन्
"
1465,"ओस्प्रे, पिठौली, नवलपरासी। फोटो: सागर गिरी। अनुमतिमा प्रयोग गरिएको। 
"
1466,"मैले बुझें कि ऊ मसँग कुस्ती खेल्न चाहंदैन थियो, र मैले पनि अर्को कजाखविरुद्ध हात उठाउन सकिंन
"
1467,"यस श्रृंखलामा प्रमाणहरु ३५० डट ओआरजीको क्लाईमेट इम्प्याक्ट प्रोग्रामद्वारा संकलित गरिएका थिए यस संगठनले भू-मण्डलीय जलवायु अभियान चलाइरहेकोछ र ग्लोबल भ्वाइसेजमा सामग्री साझेदारी सम्झौता अन्तर्गत प्रकाशित गरिएको छ
"
1468,"सन् १९५० मा बौद्धनाथ स्तूप, काठमाडौं #Nepal(विलियम मरिसद्वारा खिंचिएको) संसारभरका झण्डा चारपाटे छन् भने नेपालको झण्डामात्र फरक प्रकारको छ
"
